Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
38600	-227.643	-244.8447	17.20172	3.299861	0.0011436	0.00962486	0.0407418	0.204958	0.0168866	0.105854	0.106335	0.117025	0.0198554	0.0612198	0.0782937	0.0569219	0.146311	0.000702576	0.0489788	0.0643922	0.05515762	0.02562331	0.014868	0.187239	0.144779	0.0470114	0.0132489	0.0170092	0.064124	0.015463	0.0453596	0.0423143	0.0147589	0.00992684	0.29164	0.0812633	0.0109948	0.06910745	18.27768	0.411207	0.746886	1.08364	1.75826	0.255369	0.206147	0.13672	0.085575	0.159091	0.157098	0.09473076	0.7295143
38700	-216.4291	-245.618	29.18892	2.558747	0.0138152	0.04383	0.0431108	0.0357825	0.0636907	0.0367929	0.0321726	0.0725479	0.00808482	0.014721	0.0128403	0.0403351	0.0563335	0.0221173	0.0158736	0.0282807	0.03352337	0.05378545	0.0544401	0.316284	0.109246	0.0125195	0.00425805	0.0158028	0.0872574	0.0430655	0.0251779	0.0562435	0.0844524	0.0122658	0.109173	0.0406455	0.0291688	0.00270049	25.33451	0.351956	0.703745	1.07926	1.86503	0.1424	0.289401	0.101707	0.10953	0.156188	0.200773	0.05648594	0.04780818
38800	-244.62	-254.8872	10.26714	0.9847185	0.171097	0.134456	0.0338436	0.00784328	0.0480179	0.030334	0.0779038	0.122097	0.0106627	0.133068	0.0178663	0.0229122	0.0317122	0.0590431	0.0461109	0.0761822	0.116586	0.00419153	0.0103163	0.0486707	0.0892585	0.00738556	0.0703552	0.076526	0.0205161	0.0208136	0.0123749	0.0243479	0.0733279	0.0673143	0.0509359	0.389178	0.0386795	0.01049165	104.7306	0.133895	0.47211	0.997421	2.39657	0.224286	0.214491	0.0832974	0.122407	0.16782	0.187698	0.01468318	0.7145353
38900	-239.1388	-249.386	10.24714	2.407009	0.183632	0.0347685	0.0478125	0.2011	0.135509	0.168603	0.0682758	0.0760162	0.0662649	0.00671211	0.0018551	0.444944	0.170654	0.167994	0.0453297	0.151793	0.1368468	0.03198032	0.0495624	0.0583881	0.163011	0.0528693	0.010225	0.102894	0.00378168	0.107476	0.00495302	0.0409472	0.102522	0.181373	0.0708175	0.0418211	0.00935838	0.01408035	16.31085	0.337459	0.692321	1.07749	1.89273	0.173177	0.169672	0.135438	0.168109	0.164475	0.189129	0.04606067	0.3056913
39000	-231.5148	-249.1857	17.67088	1.817586	0.0377344	0.0154374	0.0490733	0.0179568	0.00790541	0.0291595	0.0243826	0.0149427	0.109922	0.0199282	0.073729	0.148689	0.119922	0.00151797	0.0324492	0.0364111	0.06859186	0.02761861	0.028237	0.11904	0.0398066	0.00923024	0.003489	0.0235907	0.0507961	0.000262853	0.0634126	0.0532678	0.227211	0.033179	0.223488	0.0423413	0.0826476	0.00417367	67.81802	0.270483	0.6341	1.06467	2.03074	0.245811	0.282272	0.0765714	0.0533996	0.201822	0.140124	0.03179228	0.1312794
39100	-238.9111	-248.6965	9.78541	1.641666	0.145134	0.0851235	0.336745	0.0953538	0.0692097	0.0886894	0.0818637	0.0968155	0.0576222	0.223915	0.391573	0.229058	0.0737586	0.277238	0.401161	0.0620063	0.1541038	0.09234782	0.0218905	0.250267	0.180689	0.0339076	0.0654611	0.0120739	0.0180225	0.0297809	0.0371946	0.0207872	0.00896145	0.0103259	0.180432	0.109067	0.0211402	0.01422482	8.768183	0.246401	0.610555	1.05776	2.08528	0.215021	0.275973	0.136652	0.0580224	0.123624	0.190707	0.1065726	0.1334753
39200	-227.0673	-252.2894	25.22206	2.416051	0.0314771	0.0369649	0.0566609	0.0268447	0.0619957	0.0585158	0.0190451	0.0880969	0.0218668	0.0493394	0.00793454	0.0297899	0.00857957	0.0425036	0.0545718	0.0979134	0.03231672	0.049063	0.00680675	0.109535	0.107944	0.0199096	0.0963388	0.0699028	0.0378815	0.0192811	0.181015	0.0353647	0.0811206	0.0415005	0.076064	0.0510945	0.0662417	0.0164814	27.06419	0.33835	0.693034	1.07761	1.89101	0.20613	0.296327	0.129013	0.0535663	0.18356	0.131404	0.0655444	0.2514539
39300	-245.4793	-248.3908	2.911436	2.292958	0.00309722	0.169273	0.153735	0.0481068	0.0340464	0.153483	0.18809	0.0880858	0.0210006	0.369104	0.305799	0.0345882	0.0416182	0.0151436	0.110195	0.00470732	0.08346812	-0.0045014	0.0729773	0.0122066	0.141895	0.129258	0.0224684	0.0403161	0.0159224	0.0205591	0.000553377	0.0272909	0.0156004	0.0396172	0.29862	0.0180171	0.144698	0.03055872	98.78549	0.325905	0.682941	1.07585	1.91531	0.251278	0.183896	0.140277	0.0515214	0.2095	0.163527	0.02605732	1.17275
39400	-242.2094	-253.9078	11.69839	1.752526	0.0339774	0.155858	0.0358693	0.0544791	0.0116113	0.460908	0.0313261	0.215143	0.00284041	0.0157621	0.0959975	0.0708854	0.118058	0.149052	0.114028	0.176364	0.1254256	0.01576241	0.18394	0.137066	0.11752	0.0472828	0.0473347	0.102461	0.00406823	0.0708113	0.0270275	0.00833474	0.0409378	0.0871082	0.0615154	0.0186486	0.0459442	0.04284455	12.34744	0.261831	0.625823	1.06236	2.04999	0.232725	0.226279	0.157999	0.0912418	0.159094	0.132661	0.05860696	0.7310488
39500	-235.2438	-242.6869	7.443077	2.719603	0.0732702	0.0540584	0.090557	0.0843299	0.0740751	0.136529	0.243548	0.0591241	0.0251955	0.0223225	0.0176959	0.102728	0.85865	0.00509053	0.140342	0.0508133	0.1317266	0.01540929	0.0199474	0.1017	0.113805	0.0291789	0.0154331	0.0171347	0.0150904	0.103137	0.0513402	0.0282073	0.0739103	0.0365272	0.174309	0.157474	0.0628049	0.03360166	28.36631	0.366335	0.714718	1.08073	1.83822	0.202771	0.261128	0.142271	0.0843132	0.171156	0.138361	0.04901095	0.685595
39600	-243.4021	-251.8037	8.401647	0.9713524	0.151749	0.135817	0.0177539	0.019702	0.0438396	0.160731	0.0129749	0.127819	0.0456858	0.0663379	0.020427	0.31352	0.125874	0.0901628	0.00547575	0.597135	0.09584677	0.02713178	0.0598522	0.122639	0.013694	0.0158909	0.00747322	0.0679957	0.046425	0.00713789	0.0288185	0.0699763	0.149077	0.106394	0.167182	0.102816	0.0346288	0.01781144	29.5305	0.131203	0.467968	0.995086	2.40574	0.240758	0.244663	0.0486274	0.0851026	0.143519	0.23733	0.04494322	0.3963098
39700	-241.5039	-242.7897	1.285862	5.416495	0.0873069	0.0894351	0.134346	0.313458	0.0357501	0.48533	0.0363829	0.277518	0.00325865	0.104076	0.109898	0.139185	0.155416	0.126583	0.331994	0.148187	0.1255975	0.08863436	0.0448281	0.0982096	0.0689051	0.0119942	0.00514002	0.032724	0.0290588	0.02566	0.201371	0.0290747	0.0521017	0.0116161	0.184018	0.188992	0.0163073	0.1156517	14.99061	0.518507	0.813301	1.08251	1.58568	0.213874	0.265437	0.135505	0.117393	0.176193	0.0915975	0.204286	0.5661262
39800	-250.7139	-247.1323	-3.581614	1.530957	0.11574	0.086853	0.125901	0.194227	0.165022	0.56497	0.885758	0.165194	0.206511	0.0564017	0.126631	1.38512	0.0860161	0.518975	0.0675246	0.163816	0.2108518	0.05622956	0.0325517	0.0232166	0.201998	0.114885	0.0134658	0.00441015	0.00973432	0.11229	0.017188	0.0401343	0.0721656	0.0763639	0.177508	0.0616586	0.0424312	0.04638562	17.40981	0.230065	0.593629	1.05219	2.12412	0.240244	0.182057	0.179112	0.0889282	0.142548	0.167111	0.1026152	0.4520347
39900	-238.5202	-245.3569	6.836664	1.826149	0.503173	0.034296	0.0555795	0.0366563	0.420798	0.239687	0.0956356	0.1061	0.172251	0.161403	0.181065	0.150373	0.0757918	0.115249	0.189503	0.0387622	0.1545932	0.08911101	0.0255483	0.0418466	0.0794722	0.00317786	0.00801353	0.133619	0.0311553	0.0710943	0.00841404	0.0254621	0.0250957	0.0496302	0.274535	0.170989	0.0519472	0.07080255	15.59983	0.2716	0.635155	1.06496	2.02828	0.2042	0.339474	0.126503	0.0598827	0.128652	0.141287	0.1599136	0.4427551
40000	-234.9496	-255.3065	20.35689	1.650011	0.119479	0.0143551	0.0369185	0.0849789	0.0187785	0.104675	0.0163007	0.0825766	0.0543746	0.0129257	0.0187314	0.0526384	0.0064776	0.0934092	0.0233705	0.112138	0.05934875	0.0319014	0.0684054	0.0519276	0.113283	0.0709778	0.00132694	0.0669282	0.0587871	0.00781918	0.0228593	0.253049	0.0237345	0.00304309	0.139706	0.0416154	0.0765374	0.01342396	36.15999	0.247594	0.61176	1.05814	2.08251	0.201659	0.224792	0.103712	0.0943081	0.216761	0.158768	0.04532536	0.2961689
40100	-245.4058	-252.1385	6.73263	3.387087	0.0135237	0.0187348	0.172421	0.0385066	0.208574	0.0155461	0.464514	0.317573	0.0145781	0.169432	0.054263	0.418873	0.154294	0.0176602	0.258433	0.19083	0.1590588	0.07662426	0.0671967	0.108442	0.108478	0.0197812	0.0326297	0.111796	0.00055482	0.0438102	0.10537	0.123797	0.0141466	0.0512337	0.189972	0.0121285	0.0106638	0.01799265	17.44591	0.417155	0.750933	1.08386	1.74805	0.254724	0.268013	0.0632215	0.112317	0.16141	0.140314	0.09461691	0.1901631
40200	-235.8712	-250.046	14.17488	2.188296	0.0247027	0.0103795	0.00240473	0.0704486	0.369097	0.0566539	0.0320192	0.179695	0.0557482	0.117183	0.137013	0.0502523	0.167819	0.0767761	0.0319528	0.00532718	0.07836938	0.02698563	0.00692104	0.127683	0.176883	0.00065162	0.028237	0.0534923	0.0149496	0.061812	0.121364	0.00835267	0.111597	0.135239	0.0334463	0.0989583	0.0204125	0.002439827	22.67853	0.314761	0.673651	1.07406	1.93753	0.242706	0.253649	0.144194	0.072702	0.162514	0.124234	0.02942546	0.0829155
40300	-236.5107	-245.8373	9.326667	1.346698	0.140672	0.114718	0.0115655	0.0443671	0.109017	0.292137	0.0718305	0.334645	0.0695794	0.0470256	0.243657	0.100727	0.0142998	0.621911	0.411551	0.3583	0.1979075	0.1631476	0.0293235	0.0645036	0.18824	0.0741898	0.0268948	0.00750232	0.00736953	0.00700473	0.0247105	0.292285	0.199881	0.00472131	0.0412076	0.00911199	0.0230543	0.009370107	6.978607	0.20064	0.560877	1.03999	2.19849	0.216134	0.300499	0.0794838	0.109138	0.133447	0.161298	0.1725177	0.05431387
40400	-221.3204	-248.7451	27.42466	3.082245	0.0355585	0.00536621	0.00794767	0.0466225	0.00642086	0.0785574	0.00221416	0.00348752	0.0190731	0.0259729	0.0420572	0.0538021	0.0112401	0.00323706	0.0105596	0.00281428	0.03070782	0.01191415	0.0448755	0.0738597	0.207657	0.0414495	0.016022	0.0675617	0.0237084	0.0676802	0.0430372	0.0635701	0.00634506	0.0330664	0.1054	0.136271	0.0694961	0.004243536	106.3776	0.395526	0.735982	1.08289	1.7856	0.336426	0.143126	0.108911	0.0773582	0.17929	0.154888	0.01615768	0.2626327
40500	-222.2204	-242.9863	20.76591	2.779779	0.00354759	0.000246837	0.0800289	0.0634386	0.00931985	0.115788	0.0248743	0.309842	0.0158565	0.0270349	0.0872542	0.0254599	0.0257767	0.0289735	0.0353123	0.0433131	0.04586928	0.05341021	0.0293456	0.00226173	0.0981255	0.00979658	0.0170241	0.0806308	0.0493134	0.114616	0.0484156	0.0259425	0.0172807	0.0679079	0.15348	0.185686	0.100173	0.007931877	23.41799	0.371474	0.718557	1.08119	1.82878	0.255156	0.23491	0.151014	0.0730213	0.117721	0.168178	0.06134208	0.1293056
40600	-243.9945	-254.9611	10.96658	2.143328	0.161043	0.173113	0.0129194	0.0321076	0.531712	0.159294	0.0318123	0.126264	0.214503	0.052736	0.308807	0.0601088	0.229717	0.0580459	0.0256771	0.103392	0.1197871	0.09085906	0.0644285	0.0277167	0.075774	0.0295639	0.0304625	0.163578	0.0424742	0.226836	0.0205322	0.065282	0.0397498	0.0213079	0.112294	0.0775102	0.00249114	0.05458537	9.896328	0.309804	0.669438	1.07319	1.94756	0.148282	0.297894	0.111116	0.065025	0.222407	0.155275	0.1454444	0.3753005
40700	-227.936	-247.9204	19.9844	1.454033	0.0891792	0.00209879	0.00961697	0.111883	0.136879	0.12208	0.0049409	0.0938661	0.0773249	0.005853	0.0603876	0.0515516	0.040036	0.0291808	0.0138744	0.0154625	0.05678473	0.03918373	0.0834108	0.092003	0.0272119	0.00867294	0.0151335	0.0502817	0.0438413	0.178113	0.00182221	0.0226857	0.0227257	0.132825	0.25048	0.0325248	0.0382685	0.05006073	31.19012	0.218133	0.580722	1.0476	2.15354	0.216701	0.200783	0.132211	0.123109	0.162615	0.16458	0.08924446	0.5609394
40800	-232.2365	-245.2293	12.99285	1.723699	0.0440457	0.102128	0.0171092	0.136784	0.0508609	0.11375	0.122614	0.246091	0.00140303	0.0103994	0.160993	0.0918993	0.536243	0.0642223	0.168972	0.16791	0.1028267	0.06097023	0.0671396	0.0785657	0.139897	0.0221078	0.00777659	0.00619651	0.0812667	0.0544405	0.0194192	0.00932927	0.100503	0.129846	0.217087	0.0308098	0.0356155	0.02938944	9.877261	0.257904	0.622	1.06124	2.05885	0.284348	0.176365	0.113418	0.0758977	0.181488	0.168483	0.09035967	0.3252495
40900	-240.1509	-245.0486	4.897653	2.630712	0.00183309	0.121296	0.0670615	0.128919	0.02928	0.102508	0.0611239	0.369618	0.0484053	0.0418639	0.336731	0.00831961	0.0274819	0.180532	0.0873851	0.219685	0.121127	0.05408018	0.0193336	0.00434517	0.0489901	0.00675303	0.0230894	0.101054	0.0567092	0.0289199	0.029511	0.109869	0.00252596	0.322466	0.103707	0.121838	0.0208883	0.07203822	26.69474	0.358509	0.708788	1.07997	1.85273	0.187049	0.239461	0.118391	0.0754914	0.207077	0.172531	0.1261184	0.5711952
41000	-235.4862	-248.4073	12.92113	1.646241	0.0587302	0.0776956	0.00240974	0.0399576	0.107203	0.0597768	0.279552	0.0381793	0.018733	0.0345079	0.186945	0.0976374	0.0430712	0.0036675	0.0674658	0.049974	0.07674746	0.04873671	0.066566	0.0392869	0.0570064	0.0432754	0.00593407	0.159517	0.009779	0.101686	0.00928846	0.0598042	0.136824	0.0121455	0.112203	0.106301	0.0803843	0.004313867	43.83932	0.247055	0.611217	1.05797	2.08376	0.290275	0.1694	0.126943	0.115406	0.13121	0.166766	0.05305058	0.08131612
41100	-257.3838	-251.6541	-5.729728	1.692524	0.169809	0.0824082	0.386252	0.370504	0.294091	0.379399	0.0507182	0.453848	0.360455	0.135346	1.125	0.197763	0.483293	0.0736958	0.510393	0.362432	0.2650766	0.189728	0.0132139	0.0385499	0.0392065	0.00576061	0.0280727	0.0333615	0.0150783	0.00502054	0.0136443	0.151673	0.0339826	0.0944512	0.162583	0.259501	0.105901	0.04829758	17.03325	0.253591	0.617752	1.05998	2.06868	0.256558	0.191931	0.153515	0.103899	0.126782	0.167315	0.2380256	0.2029092
41200	-233.7477	-243.5166	9.768932	5.234652	0.0724835	0.232997	0.0347056	0.174913	0.182728	0.0646107	0.00491881	0.328317	0.0066321	0.0322612	0.191493	0.00573973	0.0287797	0.0204234	0.0152076	0.0280015	0.107224	0.03781409	0.0111934	0.0399857	0.14826	0.0318917	0.0228365	0.0472513	0.0100938	0.058926	0.0501819	0.0666653	0.0555836	0.00513749	0.115724	0.258239	0.07803	0.01690762	40.03932	0.511541	0.809374	1.08287	1.59622	0.276442	0.272259	0.164019	0.0870935	0.0753672	0.12482	0.05472171	0.3089746
41300	-246.5972	-250.8084	4.211183	2.087174	0.0537295	0.294055	0.142809	0.0830657	0.158307	0.301689	0.00978826	0.535045	0.478296	0.0451144	0.00201846	0.324675	0.173237	0.198456	0.359544	0.00811051	0.1665234	0.1357332	0.0366565	0.0670852	0.0395603	0.0577212	0.0132071	0.0820625	0.0114575	0.0503585	0.0934682	0.0467407	0.00360516	0.0154209	0.246281	0.0724788	0.163896	0.01010495	12.04727	0.303463	0.663975	1.07203	1.96054	0.243191	0.203811	0.0955816	0.130728	0.199779	0.126909	0.1458381	0.0692888
41400	-237.1564	-252.0831	14.92666	1.582564	0.0107533	0.102324	0.00235283	0.255621	0.021557	0.0555523	0.00137878	0.0498059	0.156673	0.0387065	0.091562	0.0440132	0.0177073	0.171214	0.142655	0.0223706	0.06029164	0.07306447	0.0185082	0.0781194	0.0103118	0.0489223	0.00537017	0.0549764	0.0533934	0.0921214	0.0870529	0.0617396	0.107252	0.088221	0.022867	0.258612	0.0125323	0.01012096	31.04611	0.2378	0.601746	1.05492	2.10553	0.257164	0.191009	0.0970425	0.166383	0.134848	0.153554	0.08318543	0.1216674
41500	-238.1121	-247.9671	9.854972	1.993507	0.102277	0.0473568	0.175095	0.0759271	0.197244	0.15931	0.305087	0.130527	0.0210053	0.237412	0.0322617	0.0294471	0.141608	0.0855129	0.132638	0.112764	0.09330094	0.04613523	0.00533971	0.184558	0.255024	0.0246612	0.0102457	0.0303174	0.0485208	0.00206387	0.0535898	0.0264597	0.0627014	0.00115082	0.145707	0.0325139	0.117147	0.02422157	16.87852	0.292498	0.654321	1.06983	1.98335	0.197618	0.192945	0.148765	0.0854029	0.203361	0.171908	0.07035679	0.3442676
41600	-225.9552	-249.1307	23.17549	1.137635	0.0509467	0.0192873	0.0111326	0.0073246	0.113101	0.0566059	0.0228292	0.0903539	0.0304132	0.0419442	0.11381	0.00813018	0.0804293	0.00851209	0.11701	0.05478	0.05891768	0.02869011	0.0238197	0.131607	0.0461632	0.0294735	0.00578842	0.0651684	0.0466138	0.183171	0.022876	0.0235262	0.00558183	0.0076791	0.109787	0.0792514	0.219493	0.04137299	18.47937	0.163569	0.514543	1.01953	2.30236	0.151243	0.240187	0.133023	0.125593	0.153489	0.196465	0.0700631	0.5905104
41700	-241.0757	-251.9482	10.87245	2.119035	0.0867505	0.0340035	0.0073395	0.00317891	0.0165907	0.0278501	0.00936466	0.0943841	0.00941793	0.189301	0.0178567	0.0935616	0.0780252	0.0200926	0.015489	0.0374338	0.06480769	0.02014199	0.0660245	0.208101	0.219705	0.018895	0.0234093	0.010173	0.0258375	0.0332934	0.0150935	0.0368836	0.0318762	0.013995	0.169038	0.0568129	0.0708622	0.005402567	128.561	0.307082	0.667103	1.0727	1.95311	0.263946	0.263672	0.128667	0.0830678	0.0983219	0.162325	0.02554456	0.2114958
41800	-262.7696	-257.1735	-5.59607	1.85283	0.111258	0.02897	0.0411007	0.13055	0.732338	0.0602409	0.0022051	0.25377	0.177048	0.303232	0.522965	1.06527	0.131981	0.026231	0.11953	0.150648	0.1792715	0.01684903	0.0107241	0.0251586	0.22671	0.0413413	0.0903381	0.115223	0.039925	0.0214022	0.00872486	0.0291564	0.0139249	0.00761127	0.224247	0.0168217	0.128692	0.01449688	34.0165	0.275051	0.638392	1.06583	2.02073	0.270557	0.281614	0.109828	0.0517631	0.147099	0.139139	0.0313459	0.4624807
41900	-230.5932	-247.7097	17.11658	3.122758	0.0220404	0.0468018	0.0125974	0.0294731	0.132601	0.105913	0.0718412	0.0966994	0.119033	0.114015	0.0402625	0.0702385	0.0351691	0.0142023	0.0164577	0.016025	0.0472396	0.01859729	0.0544617	0.199187	0.0169372	0.00964907	0.0061865	0.0460171	0.192018	0.106187	0.0687513	0.0562608	0.049731	0.00387302	0.120429	0.0539303	0.0163814	0.03616671	33.4484	0.398541	0.738106	1.08306	1.78029	0.219425	0.244862	0.0773714	0.0700237	0.19992	0.188397	0.054764	0.6604103
42000	-233.7109	-249.1135	15.40256	2.430298	0.00100423	0.204284	0.0410088	0.0679953	0.102894	0.255056	0.0113557	0.216597	0.0183755	0.0412857	0.175667	0.0767423	0.0436198	0.203979	0.0110727	0.0538574	0.08248937	0.04306354	0.038519	0.165673	0.178967	0.0297192	0.0228324	0.0873002	0.0945835	0.0373204	0.014825	0.00122958	0.0136554	0.0353017	0.209973	0.0104288	0.0596713	0.02185191	15.22594	0.339747	0.694149	1.07779	1.88831	0.200779	0.260575	0.109481	0.0683282	0.147137	0.2137	0.06491544	0.3366211
42100	-223.4162	-254.9327	31.51651	3.465811	0.014556	0.00246031	0.00335877	0.0287994	0.0300792	0.0209826	0.0165794	0.0389495	0.00508111	0.0275534	0.0293788	0.0130941	0.00273109	0.0196091	0.00169394	0.00638265	0.01420415	0.01304414	0.0341545	0.167825	0.081627	0.0188383	0.0476398	0.0185063	0.025967	0.112692	0.0895902	0.193668	0.0659442	0.0119629	0.0736051	0.0110715	0.0469078	0.001048615	111.4482	0.42237	0.754442	1.08402	1.73917	0.182995	0.27526	0.0775291	0.170016	0.176322	0.117878	0.01409276	0.07440804
42200	-223.9334	-249.0539	25.1205	1.964966	0.00432025	0.00991455	0.0124887	0.0326592	0.0242166	0.0381893	0.00683838	0.00717538	7.8531e-05	0.0509219	0.0121196	0.0915053	0.0356519	0.0112216	0.0399875	0.0614043	0.0432185	0.03551504	0.0477952	0.093774	0.0420768	0.0809973	0.0270249	0.0176502	0.00601854	0.0596147	0.0720194	0.071341	0.0168889	0.00313307	0.285608	0.155643	0.0204153	0.007728455	63.66366	0.289057	0.651236	1.06909	1.99062	0.154466	0.2306	0.21697	0.111458	0.111522	0.174983	0.04324349	0.1787195
42300	-217.9757	-244.0508	26.07512	3.38008	0.0417568	0.00362589	0.00266847	0.037203	0.00384292	0.036039	0.0137212	0.0218597	0.0616418	0.0608928	0.00681086	0.047371	0.0579053	0.0111408	0.0444657	0.0450758	0.02302781	0.01857251	0.0161231	0.186557	0.0494896	0.0227796	0.011889	0.128792	0.00421499	0.00186558	0.0794948	0.0788036	0.0382407	0.00867023	0.131796	0.212917	0.0283664	0.005605379	38.87246	0.416684	0.750614	1.08384	1.74886	0.224357	0.225336	0.135007	0.0964452	0.119192	0.199663	0.02417789	0.231839
42400	-223.1783	-248.1573	24.97899	1.559259	0.0207879	0.000178707	0.0836788	0.0243566	0.0713079	0.0632996	0.0315546	0.0398258	0.0111184	0.0513925	0.0170746	0.0532269	0.201844	0.0606698	0.0481245	0.00548889	0.04532694	0.04047666	0.0108914	0.0270437	0.0143309	0.0400644	0.018348	0.0143685	0.0523172	0.0899094	0.111363	0.122518	0.110402	0.0653113	0.164803	0.12026	0.0380694	0.0005481102	25.72675	0.234333	0.598132	1.05372	2.11381	0.244316	0.302945	0.155358	0.0633165	0.132615	0.101451	0.04102477	0.01336047
42500	-237.8782	-252.2454	14.36718	1.668459	0.00557319	0.0838843	0.125929	0.0881675	0.279853	0.0560926	0.130072	0.130574	0.0028575	0.00718942	0.103531	0.149939	0.0145996	0.000571735	0.0226746	0.180811	0.05232369	0.1506346	0.0320408	0.102577	0.0152838	0.0171314	0.0122781	0.145895	0.0089308	0.158704	0.0297673	0.170563	0.0406057	0.100605	0.0500036	0.101081	0.0145325	0.0004788094	15.57691	0.250212	0.614389	1.05895	2.07644	0.254892	0.197267	0.117487	0.184938	0.143911	0.101504	0.1511134	0.003168543
42600	-255.2787	-249.4891	-5.789573	1.558813	0.120135	0.159169	0.112824	0.146763	0.127364	0.245105	0.338857	0.890384	0.00630417	1.19936	0.0379269	0.330714	0.0155827	0.108385	0.0183035	0.0353672	0.172988	0.00511914	0.0261376	0.0625526	0.192871	0.00164146	0.14382	0.00579422	0.0100337	0.0287669	3.20661e-05	0.0483685	0.0325886	0.0739955	0.223169	0.0135465	0.136683	0.1340062	27.87321	0.234266	0.598062	1.0537	2.11398	0.318423	0.244793	0.0642352	0.0822756	0.129981	0.160292	0.1391254	0.9632048
42700	-230.5664	-244.1344	13.56799	2.611415	0.0371224	0.0306408	0.232677	0.270605	0.0322315	0.0385975	0.0971149	0.0513989	0.00899126	0.0212268	0.309168	0.267184	0.0695411	0.140526	0.0852979	0.207275	0.1496054	0.1709322	0.0390863	0.124033	0.057647	0.00759267	0.0349005	0.0380314	0.123904	0.033153	0.0257776	0.0404715	0.138268	0.00279256	0.212865	0.0906252	0.0308524	0.01131272	8.910236	0.356772	0.707458	1.07979	1.85598	0.297972	0.204418	0.0955686	0.0761074	0.140704	0.185231	0.1822449	0.06207431
42800	-260.9024	-249.0257	-11.8767	2.987103	0.011528	0.319832	0.244885	1.5339	0.550485	0.481106	0.0388637	0.314718	0.0970892	0.0253218	0.500869	2.40598	0.372862	0.349532	1.43222	0.180479	0.4664909	0.145385	0.016677	0.11963	0.0557107	0.0172099	0.00278749	0.0668681	0.0379085	0.131485	0.0706981	0.00311447	0.00969251	0.0174075	0.415435	0.0318804	0.00349555	0.08664042	4.845964	0.388262	0.730811	1.08245	1.79848	0.186457	0.269485	0.110787	0.0684242	0.112337	0.252509	0.2320254	0.3734092
42900	-255.1608	-248.9567	-6.204081	4.653895	0.0198628	0.0566834	0.0129318	0.0437928	0.571527	1.50822	0.171362	0.578194	0.0308854	0.229178	0.801819	0.385471	0.0515925	0.474888	0.754968	0.0837454	0.3400324	0.16361	0.0619044	0.0392507	0.250621	0.010795	0.00914953	0.00223503	0.0518096	0.129748	0.0728609	0.101613	0.0130668	0.006044	0.188192	0.00429858	0.0584117	0.03637905	7.182649	0.487035	0.795165	1.08385	1.63395	0.266541	0.208741	0.0791724	0.0958205	0.193432	0.156293	0.1999891	0.1819052
