Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-274.904	-241.7065	-33.19743	0.3380118	2.97777	0.252408	0.279803	1.25542	0.0201638	0.957091	0.0802098	0.0295836	0.501591	0.771797	0.237049	0.49997	1.40117	0.0594624	0.113514	0.168359	0.174234	0.431777	0.01311888	0.105621	0.00474414	0.0432266	0.00385075	0.0153738	0.0626095	0.134415	0.135571	0.0237799	0.0382974	0.0265012	0.122355	0.00747555	0.238958	0.0372216	0.4897401	1	23.89339	0.0495978	0.387535	0.73029	1.0824	1.79977	0.200209	0.199195	0.146723	0.135961	0.224591	0.0933209	0.502859	0.9739114
1100	-268.5541	-241.6627	-26.89135	2.324725	2.986204	0.150422	0.00933275	1.1709	0.0261958	0.0130531	0.272966	0.353644	0.0134645	0.0630179	0.269284	0.192177	0.5019	0.159743	0.124014	0.520815	0.181066	0.280192	-0.04124129	0.11576	0.0265884	0.0721232	0.00381364	0.155002	0.012321	0.0992182	0.146839	0.0923614	0.0580774	0.00626659	0.0747027	0.0294268	0.0624628	0.0450371	0.2187556	1	28.67889	0.134249	0.388192	0.730761	1.08245	1.7986	0.195711	0.218981	0.0993124	0.15402	0.285827	0.046148	0.1775143	1.232327
1200	-269.3937	-242.5622	-26.83147	0.9230953	5.844743	0.0602175	0.338183	1.17477	0.0220349	0.220133	0.109939	0.172942	0.121991	0.521904	1.0455	0.133174	0.0473928	0.145679	0.0863189	0.081352	0.113431	0.1267494	-0.07431096	0.0644279	0.000800827	0.143777	0.053563	0.0398838	0.0768904	0.13584	0.176811	0.0681834	0.0629967	0.0242742	0.0625974	0.00757191	0.0711656	0.0112165	0.1813331	2	13.96582	0.1011319	0.533782	0.821747	1.0816	1.56287	0.251752	0.206037	0.101063	0.0859732	0.240114	0.115062	0.1070221	1.694352
1300	-255.8583	-239.2191	-16.63918	5.47671	2.819302	0.0543766	0.178771	0.30377	0.00674251	0.250076	0.0443232	0.0850689	0.0243145	0.0479959	0.0451989	0.141498	0.115934	0.418708	0.218864	0.232304	0.114834	0.1767454	0.05747469	0.0823409	0.0105576	0.0939787	0.000942914	0.0155621	0.0548784	0.0849774	0.0657421	0.126435	0.169986	0.00563449	0.135384	0.0739874	0.0231628	0.05643	0.1227312	3	49.48664	0.03563641	0.374781	0.721006	1.08147	1.82275	0.25966	0.230072	0.12689	0.106436	0.211308	0.0656341	0.1802059	0.6810611
1400	-263.9037	-244.9111	-18.9926	2.006653	4.443035	0.484028	0.0808992	1.09181	0.132874	0.575403	0.17894	0.0142484	0.160926	0.0221038	0.00304213	0.23065	0.441753	0.362756	0.360886	0.0202854	0.109194	0.2167033	0.09913817	0.0785136	0.01653	0.0941699	0.0744319	0.00360127	0.0200989	0.0431558	0.0794111	0.0888455	0.0944539	0.0542893	0.0447015	0.0469742	0.117563	0.14326	0.2624622	2	12.79333	0.07146598	0.47716	0.789259	1.08411	1.64947	0.177462	0.276611	0.172308	0.116251	0.164719	0.0926495	0.3616004	0.725835
1500	-265.4271	-238.605	-26.8221	0.8557637	2.443144	0.419526	0.0104468	1.06662	0.0315601	0.470451	0.461408	0.00311614	0.093336	0.402074	0.0448933	0.0211935	0.000277892	0.26725	0.775921	0.987219	0.354162	0.2612861	0.001187946	0.0351276	0.0116858	0.0818552	0.01463	0.117757	0.0113849	0.0471505	0.0160736	0.0539808	0.0458482	0.00302824	0.457509	0.025294	0.0474642	0.0312114	0.3433884	3	25.75743	0.02575298	0.340999	0.695145	1.07795	1.8859	0.232617	0.241035	0.130413	0.0728726	0.283996	0.0390653	0.3445763	0.9965524
1600	-264.0626	-239.509	-24.5535	0.9859866	2.177463	0.0437651	0.12906	0.852785	0.0789326	1.05341	0.506051	0.0306723	0.270298	0.0149889	0.145907	0.165395	0.0425721	0.0395597	0.144241	0.00712712	0.537085	0.2723315	-0.06452082	0.0711716	0.00576172	0.0437937	0.0110049	0.053485	0.0026342	0.152158	0.0218741	0.178854	0.165298	0.0112223	0.0939775	0.0315577	0.0116005	0.145607	0.260674	1	20.50397	0.05538314	0.313576	0.672649	1.07386	1.93992	0.303962	0.186153	0.147	0.0845192	0.221929	0.0564366	0.1961531	1.328931
1700	-262.8118	-237.5572	-25.25462	3.069629	4.18797	0.320233	0.188126	0.563343	0.0405956	0.243749	0.193527	0.210733	0.00896645	0.208945	0.314963	0.139678	0.646361	0.115621	0.1225	0.708634	0.0103721	0.1462873	-0.03274353	0.0771911	0.00360609	0.185338	0.031452	0.100398	0.0271734	0.0658051	0.121989	0.0991354	0.0991173	0.000159235	0.0716341	0.0228915	0.0409541	0.0531564	0.1564849	3	27.9139	0.06519078	0.464399	0.781468	1.08433	1.6698	0.274913	0.249981	0.197772	0.0622183	0.163849	0.0512671	0.1237414	1.264613
1800	-258.1553	-243.415	-14.74029	0.6414702	2.800683	0.0145874	0.13785	0.108902	0.272288	0.300117	0.813555	0.0188781	0.0688571	0.0191445	0.40559	0.14819	0.305308	0.0773704	0.0687753	0.533596	0.162924	0.2241243	-0.02735027	0.0476252	0.0139784	0.135039	0.0202881	0.00281906	0.0350438	0.0466906	0.10441	0.0941811	0.0687815	0.00062836	0.0615939	0.0467768	0.158468	0.163675	0.2031016	2	17.13378	0.1094294	0.373229	0.719859	1.08134	1.82557	0.192604	0.183378	0.123537	0.0934551	0.322686	0.0843393	0.1757514	1.155619
1900	-270.0394	-249.3394	-20.69995	7.844083	2.879559	0.0611776	0.000161959	0.119409	0.0395496	0.340629	0.0369392	0.00880248	0.186281	0.392464	0.183977	0.255133	0.306437	0.268157	0.125694	0.103189	0.533495	0.144321	-0.004204286	0.0992595	0.00820106	0.124477	0.0948485	0.00390269	0.0729289	0.0899281	0.0696017	0.0557051	0.0798496	0.0248667	0.14977	0.0153225	0.100353	0.0109861	0.1714209	1	23.00188	0.1196164	0.379724	0.724634	1.08185	1.81379	0.139541	0.167042	0.207448	0.138642	0.199634	0.147692	0.1672166	1.025143
2000	-258.0299	-239.5091	-18.52082	0.9527626	2.721428	0.0146881	0.00704282	0.0525007	0.185001	0.418735	0.332122	0.00880017	0.0363371	0.0608067	0.107372	0.671815	0.198797	0.442732	0.0406229	0.225717	0.365633	0.1905034	0.02201807	0.0587194	0.0433019	0.116948	0.0574436	0.0147568	0.0112479	0.182181	0.0876733	0.0416477	0.0731614	0.00398681	0.140442	0.0728003	0.0630658	0.0326228	0.1804418	2	31.4962	0.04503559	0.366493	0.714836	1.08075	1.83792	0.155651	0.221983	0.183924	0.125213	0.240675	0.0725542	0.2024599	0.8912472
2100	-270.6386	-241.8853	-28.75325	0.3899644	3.414517	0.072743	0.0831562	0.213954	0.0445747	0.645675	0.41634	0.132581	0.285302	0.663156	0.333794	0.194301	0.745649	0.778459	0.142835	0.693949	0.131634	0.2271303	0.02408577	0.0619696	0.0192546	0.0512348	0.0086589	0.0664289	0.0160251	0.0657774	0.0899731	0.0628599	0.0642458	0.0443957	0.0671762	0.02397	0.142243	0.215787	0.2763776	2	26.17202	0.03739701	0.418988	0.752171	1.08392	1.74492	0.228591	0.225765	0.187334	0.107145	0.210402	0.0407633	0.3004634	0.9198379
2200	-270.7119	-242.2008	-28.51112	2.794335	1.583267	0.711536	0.0712258	0.0300662	0.435968	0.863598	0.228342	0.00321174	0.417603	0.0467283	2.18598	0.166053	0.34468	0.171211	0.763983	1.2284	0.246555	0.2828715	-0.04532961	0.107495	0.00411084	0.0428059	0.00830529	0.0193026	0.0101713	0.0888257	0.0903774	0.15618	0.221741	0.0116372	0.1153	0.0440115	0.0529302	0.0268067	0.1856243	3	18.98523	0.0797375	0.237904	0.601854	1.05496	2.10528	0.170075	0.250554	0.178984	0.120049	0.232954	0.0473842	0.1402947	1.323103
2300	-266.1313	-241.4769	-24.65437	3.444769	2.501805	0.150347	0.00823794	0.463706	0.0336458	0.449376	0.206902	0.0589029	0.560898	0.0293552	0.0827435	0.169052	0.403671	0.878508	0.0156186	1.58719	0.080361	0.2729297	0.1986607	0.068954	0.0231685	0.0682607	0.00418468	0.0233495	0.00709444	0.143227	0.110207	0.0411124	0.145122	0.015534	0.106105	0.06284	0.0754005	0.10544	0.1861112	2	14.65465	0.07303939	0.346628	0.699589	1.07865	1.87514	0.215792	0.180193	0.182412	0.113364	0.163812	0.144427	0.384772	0.4836922
2400	-262.6365	-238.9069	-23.72962	1.027163	4.360382	0.0786561	0.038482	0.0440317	0.141917	1.09324	0.183742	0.0349154	0.144909	0.406551	0.0411526	0.588262	0.133818	0.15692	0.129543	0.987471	0.139726	0.4275689	0.07528974	0.00898027	0.0122548	0.171128	0.0121185	0.0209936	0.00366713	0.106456	0.0075272	0.109413	0.250518	0.017552	0.217673	0.0184602	0.0319096	0.0113477	0.1820077	2	17.86926	0.0797546	0.473127	0.786817	1.08419	1.65586	0.178483	0.276374	0.0659644	0.0977915	0.281672	0.0997153	0.2572975	0.7073825
2500	-259.1746	-247.8021	-11.37248	4.936057	2.866743	0.00833095	0.0274979	0.19747	0.0546308	0.192595	0.0441731	0.0201501	0.333381	0.168165	0.170284	0.11215	0.128138	0.222902	0.0280932	0.0832536	0.0397767	0.0979367	-0.02501793	0.0558383	0.00337261	0.0568544	0.0598613	0.0544069	0.00557499	0.0413293	0.0814564	0.0299936	0.078521	0.0149546	0.121476	0.0602401	0.0935114	0.242609	0.1867443	1	22.60419	0.07203769	0.378683	0.723872	1.08177	1.81567	0.293803	0.230612	0.167661	0.127309	0.122451	0.0581641	0.1617263	1.154693
2600	-256.2724	-236.2332	-20.03919	2.164098	5.325652	0.223007	0.0517461	0.0528319	0.204407	0.559633	0.212263	0.00834922	0.265477	0.0906939	0.061962	0.485142	0.113506	0.464824	0.0199317	0.0642719	0.100598	0.2042202	0.08988326	0.0850834	0.00628522	0.148472	0.0178149	0.0289679	0.0125999	0.0625863	0.0460187	0.216798	0.0570116	0.0122934	0.0510636	0.0108261	0.223157	0.0210218	0.1406757	2	23.86815	0.05178172	0.515065	0.811367	1.08269	1.59088	0.312603	0.195275	0.11252	0.0994717	0.232703	0.0474278	0.230559	0.6101507
2700	-268.9492	-243.8005	-25.14869	5.419479	1.825699	0.0243812	0.00345653	0.135579	0.433721	1.12339	0.0634583	0.0317368	0.738405	0.0209107	0.035523	0.443148	0.122403	0.0747721	0.646725	0.0930438	0.54392	0.2165762	-0.07033975	0.0700832	0.0314819	0.176193	0.118478	0.156796	0.0351455	0.044127	0.00528308	0.0994915	0.125033	0.014678	0.0674557	0.00590857	0.0144148	0.0354314	0.4080261	1	23.43628	0.05578452	0.271542	0.635099	1.06495	2.02841	0.178478	0.215351	0.198689	0.118296	0.238321	0.0508648	0.3376863	1.208299
2800	-260.2227	-247.9477	-12.27499	1.235437	1.32521	0.0349136	0.0437309	0.0635345	0.164001	0.467084	0.209693	0.0383888	0.0493794	0.0180129	0.0671723	0.22169	0.475345	0.202227	0.254628	0.242375	0.0579423	0.1763152	0.03879726	0.0634995	0.0380603	0.0468826	0.0300442	0.00745238	0.0378474	0.0479094	0.00403071	0.101109	0.171271	0.031403	0.0862321	0.122814	0.0987079	0.112736	0.1342154	2	21.82722	0.05699121	0.197015	0.556618	1.03826	2.2081	0.314268	0.165429	0.15897	0.0858602	0.222949	0.0525234	0.1730127	0.7757548
2900	-261.1839	-239.9573	-21.22657	1.576729	1.614794	0.335465	0.0044614	0.159844	0.183878	0.316293	0.35923	0.0196852	0.290686	0.321782	0.202406	0.792585	0.763467	0.252144	0.410515	0.00183758	0.0704256	0.249617	0.06012407	0.0988402	0.0131999	0.0134864	0.0465186	0.113491	0.0116997	0.116376	0.0449178	0.105877	0.138757	0.0163038	0.0563748	0.0526412	0.125724	0.0457928	0.1405003	3	19.12377	0.1908724	0.242523	0.606612	1.05651	2.09436	0.221956	0.226501	0.164557	0.104771	0.191617	0.0905971	0.2006243	0.7003151
3000	-265.3425	-244.7198	-20.62274	3.353881	2.909178	0.0355138	0.04712	0.0522384	0.173191	0.591195	0.260562	0.00371761	0.876472	0.0323158	0.01982	0.142484	0.049652	0.00208438	0.0984429	0.0737786	0.491988	0.2037425	0.05026897	0.115132	0.0160792	0.086059	0.138216	0.249225	0.00111836	0.0244061	0.0479169	0.0559301	0.0573503	0.00867339	0.0798819	0.018068	0.0384695	0.0634737	0.1533008	1	23.73821	0.08968214	0.382111	0.726372	1.08203	1.80949	0.253813	0.158608	0.201868	0.177895	0.167054	0.0407627	0.2035698	0.7530627
3100	-272.7866	-241.3385	-31.44817	0.3634214	2.21137	0.0779615	0.264226	0.441099	0.0522378	1.05002	0.995512	0.0277554	0.186987	0.74011	0.142053	0.0665553	0.708797	0.133045	0.135493	0.0553486	0.826275	0.3393567	0.1443779	0.0832528	0.00920479	0.10405	0.00871381	0.127823	0.0101483	0.0617367	0.0382238	0.0718732	0.0747018	0.0284798	0.0410654	0.0520177	0.0661029	0.222606	0.1801735	1	20.23464	0.1429403	0.317265	0.67576	1.07448	1.9325	0.228492	0.182287	0.186954	0.133791	0.180389	0.0880876	0.3245514	0.5551464
3200	-265.9266	-241.8975	-24.02908	1.56224	4.076479	0.488896	0.140445	0.443379	0.0228213	0.458183	0.215147	0.0372782	0.096516	0.273594	0.057565	0.358962	0.0895909	0.0226037	0.530648	0.0817363	0.00198597	0.2410562	-0.008652261	0.192939	0.00111433	0.122493	0.0477279	0.0399254	0.00805466	0.0684442	0.0473045	0.0388978	0.19218	0.0361455	0.114187	0.0230821	0.0240875	0.0434164	0.3664938	2	26.42932	0.07065736	0.458515	0.777813	1.08438	1.67929	0.224208	0.201057	0.168191	0.129386	0.2282	0.0489587	0.3578416	1.024179
3300	-275.5561	-243.0622	-32.4939	0.9267983	2.565433	0.208929	0.00590483	0.273882	0.260515	1.87671	0.351633	0.0125643	0.0843408	0.415092	0.250575	0.639563	0.361493	0.329184	0.811624	1.25587	0.0564578	0.400986	-0.06772172	0.0467422	0.0235604	0.112038	0.00138004	0.153136	0.00536641	0.129	0.0518928	0.0139647	0.17488	0.0374898	0.0868409	0.0457052	0.0270648	0.0909389	0.3875748	2	30.57821	0.07018616	0.352574	0.704223	1.07933	1.86387	0.333667	0.163287	0.16926	0.0773564	0.213803	0.0426276	0.3198531	1.211728
3400	-267.9493	-243.1823	-24.76701	6.406312	4.969731	0.296898	0.00688234	0.254824	0.448533	0.58867	0.110784	0.0106899	0.0866775	0.374875	0.190715	0.174837	0.163513	0.0687331	0.551035	0.0193918	0.373895	0.2310873	0.02355395	0.0764396	0.0216694	0.0439575	0.0335514	0.0321869	0.020082	0.142162	0.0124207	0.00829002	0.360191	0.0118436	0.0635239	0.0921277	0.0419383	0.0396156	0.2104707	3	34.26889	0.07538684	0.500816	0.803231	1.08335	1.6126	0.202454	0.19986	0.156926	0.11185	0.235641	0.0932687	0.2340246	0.8993527
3500	-257.8886	-235.4411	-22.4475	2.095141	3.822458	0.0402681	0.189928	1.61887	0.0106599	0.183823	0.278796	0.140326	0.0161088	0.502437	0.823624	0.756676	0.144743	0.0426262	0.00165447	0.143537	0.0308328	0.382755	-0.008242565	0.168884	0.00963327	0.102801	0.00893872	0.0501189	0.0455841	0.0843824	0.14215	0.0775287	0.0567477	0.0167602	0.131187	0.0345039	0.0203009	0.0504795	0.1644875	3	18.20205	0.1446457	0.444335	0.768837	1.08438	1.70244	0.237866	0.177279	0.134107	0.103002	0.273231	0.0745154	0.156245	1.052754
3600	-269.9911	-239.8378	-30.15326	1.11248	6.045299	0.468731	0.153254	0.165164	0.0338786	1.39784	0.0215542	0.0279543	0.292322	0.875924	0.220266	0.670674	0.108612	1.17937	0.107011	0.552169	0.630161	0.2757461	0.0267211	0.0869861	0.0239857	0.0288878	0.0591575	0.122555	0.00162266	0.0764207	0.12631	0.00221242	0.0576866	0.0112663	0.110348	0.0310479	0.191912	0.0696	0.2120321	2	17.29465	0.1176285	0.540443	0.825361	1.08116	1.55304	0.20806	0.212383	0.164074	0.154214	0.208728	0.0525417	0.2387532	0.8880806
3700	-261.4941	-238.2814	-23.21267	1.089573	3.759665	0.0853536	0.112954	0.223764	0.42849	0.76361	0.312228	0.0194524	0.166382	0.269397	0.0226298	0.0923037	0.0383638	0.0643726	0.204285	0.452133	0.561208	0.1799492	0.1253883	0.113927	0.0021575	0.160327	0.0515787	0.050103	0.00493752	0.0563473	0.0596219	0.108767	0.143899	0.0119343	0.104833	0.0179925	0.0847654	0.0288093	0.1144098	1	26.91651	0.05564626	0.440652	0.766465	1.08436	1.70853	0.229246	0.18959	0.181988	0.112724	0.213001	0.0734508	0.2397981	0.4771088
3800	-251.6927	-236.9194	-14.77335	0.5737612	2.690011	0.000537126	0.0547852	0.116119	0.278927	0.799567	0.592488	0.0253764	0.06584	0.00377722	0.0121746	0.156476	0.0899706	0.252955	0.571971	0.107232	0.068252	0.1895238	-0.01451952	0.133246	0.00220381	0.160057	0.0321421	0.0574106	0.0110655	0.0818626	0.0793906	0.0811608	0.156934	0.0115678	0.117061	0.0121065	0.0619988	0.00179199	0.2647873	2	19.80395	0.05489511	0.363762	0.712779	1.08049	1.84297	0.138927	0.250274	0.224938	0.108478	0.188174	0.0892096	0.2502678	1.058016
3900	-261.0243	-236.7704	-24.25386	0.5660377	4.358258	0.183565	0.347117	0.0629287	0.225165	0.217662	0.679255	0.0352773	0.589178	0.0497951	0.0245259	0.0204932	0.283873	0.0747482	0.56379	0.387977	0.0178251	0.2209986	0.09285565	0.0421105	0.00690177	0.082411	0.00474221	0.0487653	0.0469073	0.0848886	0.047997	0.0593194	0.15913	0.00465805	0.156815	0.0260584	0.212567	0.0167277	0.2286106	2	23.11386	0.1392127	0.473022	0.786753	1.08419	1.65603	0.224682	0.226227	0.104509	0.0810337	0.297297	0.0662511	0.3214663	0.7111496
4000	-264.5624	-242.3603	-22.20205	1.150609	5.346734	0.000543205	0.000204021	0.15535	0.161274	0.401942	0.256174	0.0206214	0.52105	0.391488	0.199915	0.558233	0.277532	0.416315	1.44138	0.0195806	0.159112	0.3628109	0.09863975	0.145726	0.0019798	0.0808394	0.0889576	0.104417	0.00819658	0.0921204	0.044534	0.116504	0.01494	0.0117354	0.152377	0.0496189	0.0672479	0.0208068	0.2806587	2	13.66051	0.1396246	0.515871	0.811821	1.08265	1.58966	0.256055	0.170267	0.198701	0.0885671	0.174674	0.111736	0.3792984	0.7399416
4100	-266.5013	-241.6078	-24.89348	0.2614115	4.632612	0.140665	0.0194148	0.0633883	0.279627	0.956794	1.53427	0.0194346	0.427714	0.975383	0.0288444	0.214244	0.071756	0.00949915	0.435906	0.0271211	0.509773	0.2464535	-0.0201958	0.0959815	0.00910908	0.0288244	0.019173	0.199058	0.0459956	0.0924535	0.0470844	0.0990082	0.0474154	0.0365097	0.183131	0.000469018	0.0563552	0.0394323	0.2847828	2	17.55188	0.07021168	0.486064	0.794589	1.08388	1.63547	0.189993	0.232402	0.14987	0.106453	0.261361	0.0599216	0.264587	1.07633
4200	-262.511	-246.1364	-16.37459	5.954346	2.047523	0.0632012	0.0211495	0.181281	0.142555	0.583354	0.239283	0.028129	0.21645	0.0877474	0.336732	0.36866	0.276761	0.22735	0.133415	0.358091	0.0277252	0.1949067	0.04524439	0.0909096	0.000379747	0.144026	0.0488246	0.0603089	0.0292175	0.0400861	0.0675218	0.0988765	0.12188	0.00553781	0.100756	0.0541287	0.0961682	0.0413794	0.1033061	2	28.83136	0.0692163	0.298882	0.659974	1.07113	1.97001	0.320826	0.148689	0.128655	0.066868	0.251956	0.0830063	0.1485505	0.6954276
4300	-278.737	-246.0475	-32.68944	5.427522	3.116218	0.121196	0.00321993	1.06124	0.229896	0.932065	0.130654	0.0245998	0.721553	0.143393	1.39456	0.192665	1.26939	0.50864	0.123944	0.930729	0.184839	0.5716408	-0.073385	0.110215	0.00343052	0.111934	0.0176639	0.0927778	0.00724099	0.0728215	0.0610953	0.0440762	0.128381	0.0447618	0.257424	0.000553567	0.0309262	0.0166985	0.1942072	3	15.83212	0.1236319	0.398058	0.737766	1.08303	1.78114	0.240456	0.118766	0.187397	0.137593	0.263659	0.0521285	0.1208222	1.60738
