Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
11	0	-240.2539	-235.7071	-4.546775	2.299069	0.0109779	0.304357	0.132391	0.142821	0.141174	0.130553	0.389465	0.140949	0.283536	0.366716	0.446445	0.427772	0.354201	0.336919	0.1331032	0.04931264	0.0122072	0.259231	0.0608097	0.0674352	0.0192388	0.022467	0.0806274	0.00545103	0.146201	0.0306728	0.0369459	0.0263815	0.0783017	0.140085	0.0139448	0.05096548	30.00828	0.326539	0.683463	1.07594	1.91405	0.154024	0.159543	0.185596	0.0646491	0.33026	0.105928	0.1002781	0.5082413
12	0	-234.9478	-235.0767	0.1288471	2.362832	0.44615	0.194786	0.114154	0.00842465	0.110012	0.44465	0.0324795	0.50791	0.0354834	0.178892	0.381877	0.285685	0.315629	0.110052	0.1698738	0.04227299	0.0504863	0.0855551	0.00707498	0.176495	0.102366	0.000554323	0.0412052	0.000701374	0.225315	0.100604	0.0517592	0.0498833	0.068141	0.0164606	0.0233985	0.0009668285	53.0082	0.333054	0.688774	1.07689	1.90128	0.164498	0.135531	0.145991	0.0640762	0.394633	0.0952706	0.04323982	0.02235968
13	0	-241.6746	-236.8903	-4.784254	1.149833	0.565509	0.455679	0.413995	0.450421	0.0360086	0.128098	0.0791344	0.131907	0.539914	0.0350684	0.0911649	0.337809	1.47361	0.053425	0.2667194	0.02029026	0.0039723	0.094651	0.142921	0.0688353	0.00178186	0.00205605	0.104498	0.0153783	0.10652	0.0689074	0.132028	0.0471658	0.159832	0.0413859	0.0100668	0.03604074	32.0449	0.165844	0.517579	1.02098	2.29559	0.173246	0.143148	0.21435	0.0273422	0.333275	0.108638	0.05633101	0.639803
14	0	-235.3523	-236.1194	0.767115	1.734067	0.109263	0.00585821	0.0437651	0.0801487	0.171047	0.282676	0.117037	0.230605	0.281231	0.0261647	0.28453	0.521521	0.091644	0.482609	0.155314	0.02095789	0.0491095	0.00556673	0.144448	0.0700778	0.100015	0.00531813	0.0125819	0.00150293	0.419126	0.0412172	0.0220832	0.0128886	0.0809616	0.0202158	0.0148884	0.01080112	57.04862	0.259324	0.623386	1.06165	2.05564	0.180493	0.0678058	0.235167	0.111886	0.314118	0.0905297	0.03175902	0.3400963
15	0	-243.4001	-237.8811	-5.518933	3.667158	0.313393	0.455429	0.0340408	0.318411	0.112597	0.0631504	0.118079	0.505953	0.175666	0.484783	0.946609	0.48856	0.226436	0.0401191	0.3406763	0.06628824	0.0284013	0.00907777	0.0703804	0.308942	0.0712791	0.000263989	0.00163912	0.0286761	0.155593	0.0167347	0.0462615	0.00245346	0.0357949	0.0660958	0.158407	0.002250299	33.89921	0.435087	0.762851	1.08429	1.71778	0.161776	0.182025	0.241545	0.0649323	0.244326	0.105396	0.06853854	0.03283261
16	0	-220.9716	-231.4876	10.51601	1.92064	0.108546	0.0539607	0.0443089	0.0956955	0.0719161	0.0249578	0.0422096	0.0473139	0.0789841	0.0433131	0.144274	0.147608	0.0526705	0.0150281	0.05614759	0.01022599	0.00633932	0.131547	0.0183157	0.165581	0.0876697	0.0124898	0.0103712	0.000150369	0.0892439	0.215847	0.152568	0.0247947	0.0666634	0.00917318	0.00924561	0.003126015	250.0288	0.283614	0.6463	1.06787	2.00222	0.140641	0.115172	0.254953	0.073639	0.319652	0.0959425	0.013352	0.2341233
17	0	-233.303	-233.8838	0.5808461	2.82756	0.0808551	0.134564	0.00444934	0.143921	0.0219541	0.096505	0.0155176	0.0151089	0.236788	0.107003	0.0811331	0.0123323	0.143005	0.0237363	0.07553722	0.001616885	0.02512	0.0145706	0.153789	0.361678	0.0352645	0.00203766	0.0411146	0.00647423	0.197366	0.0376031	0.00470672	0.00807932	0.0571512	0.0137626	0.0412828	0.001271097	497.6032	0.375466	0.72151	1.08152	1.8215	0.1619	0.104291	0.354514	0.0355781	0.263835	0.0798821	0.002887982	0.4401332
18	0	-221.5524	-236.997	15.44467	1.729543	0.0020316	0.0146063	0.00198558	0.0113021	0.00577463	0.0187252	0.014841	0.00661311	0.05828	0.0533397	0.0631343	0.0915724	0.0876359	0.0197476	0.03507406	0.002921562	0.0365603	0.044535	0.131086	0.111779	0.140644	0.0136807	0.0247147	0.0122321	0.0933887	0.0591309	0.0260453	0.00156803	0.184228	0.0599488	0.0604592	0.0006569854	639.1292	0.258705	0.622783	1.06147	2.05704	0.186742	0.143884	0.27451	0.0476451	0.276649	0.0705702	0.003578548	0.18359
19	0	-251.1439	-234.794	-16.34991	1.462322	0.244913	1.16149	0.295401	0.402245	0.00231436	0.127068	0.386177	1.47878	0.511624	0.757261	0.225383	0.2911	1.47904	0.317751	0.2647964	0.02978165	0.0388736	0.0689702	0.0290182	0.147556	0.00363699	0.00570106	0.0285676	0.0349154	0.300101	0.0666501	0.00288666	0.0292543	0.201172	8.10706e-05	0.0426164	0.02103909	48.77738	0.219443	0.582162	1.04813	2.15026	0.142244	0.109487	0.252409	0.0275153	0.376642	0.0917023	0.05082073	0.4139863
20	0	-232.3036	-229.5713	-2.732314	2.028768	0.00192901	0.0657829	0.0326547	0.355104	0.0560113	0.201079	0.0917734	0.149416	0.0110654	0.091226	0.0603452	0.196039	0.307696	0.019121	0.1521438	0.002945403	0.0236482	0.0200658	0.0174586	0.315878	0.0588325	0.00473819	0.0118076	0.00266122	0.389475	0.0297776	0.0331503	0.0213418	0.0590196	0.00167121	0.0104736	0.007209385	274.1169	0.296685	0.658038	1.07069	1.97458	0.201673	0.151136	0.22263	0.0637741	0.247787	0.113	0.01015479	0.7099494
21	0	-235.1612	-237.6274	2.466221	2.417773	0.144769	0.091917	0.0133154	0.0573568	0.1948	0.0602957	0.0323254	0.0714575	0.38944	0.421119	0.403606	0.136531	0.0905727	0.351723	0.1283763	0.05354791	0.0485228	0.046991	0.0272042	0.174285	0.0810358	0.00148343	0.0424691	0.00669575	0.154501	0.0457809	0.0230488	0.00984367	0.217227	0.0449663	0.0759449	0.01171013	43.89869	0.33852	0.693169	1.07763	1.89068	0.0922267	0.100419	0.38147	0.0913983	0.262803	0.0716826	0.06525804	0.1794435
22	0	-232.5777	-233.9828	1.405096	1.078858	0.629476	0.302698	0.0125997	0.0762545	0.071824	0.206142	0.0175456	0.245743	0.334671	0.0537185	0.334912	0.402388	0.214626	0.115659	0.2133251	0.002712622	0.0115128	0.0929435	0.104411	0.191492	0.0581462	0.00534117	0.00563681	0.0169911	0.294854	0.0111111	0.00951783	0.000389646	0.085407	0.0860811	0.0261647	0.03256229	27.42883	0.152414	0.499236	1.01193	2.33642	0.107945	0.130087	0.298188	0.0729261	0.299441	0.0914138	0.03527491	0.9231005
23	0	-231.5093	-234.9882	3.478868	3.347931	0.252517	0.203422	0.190835	0.222994	0.0897461	0.0537246	0.14374	0.0625671	0.070731	0.145678	0.234435	0.0572786	0.195985	0.323444	0.204	0.01239613	0.00674747	0.113652	0.0501415	0.159786	0.0950757	0.00939513	0.0459609	0.0106174	0.148949	0.0218528	0.123234	0.00306217	0.0325241	0.113053	0.0659479	0.0225026	49.61401	0.414508	0.749138	1.08377	1.75259	0.129654	0.119558	0.184882	0.0823512	0.36698	0.116576	0.03489873	0.6447972
24	0	-243.018	-236.2994	-6.718555	2.496926	0.160594	0.376009	0.37499	0.794432	0.253496	0.267805	0.0691336	0.570598	0.490645	0.0459224	0.632416	0.383574	0.373878	0.391564	0.5725248	0.08745062	0.00268842	0.049867	0.0662357	0.0563921	0.0862402	0.020332	0.103488	0.000264131	0.187056	0.105422	0.0204607	0.029443	0.2494	0.00465483	0.0180563	0.04162122	16.24667	0.346165	0.699226	1.07859	1.87602	0.196341	0.149423	0.18888	0.0546584	0.310851	0.0998461	0.1290718	0.3224655
25	0	-229.0832	-228.25	-0.8331389	5.026929	0.173841	0.319504	0.151276	0.0205199	0.137808	0.0225009	0.169201	0.00701075	0.223694	0.120926	0.102395	0.0925999	0.24736	0.119013	0.07738413	0.001489258	0.0429571	0.00180499	0.0150898	0.114979	0.116904	0.00711728	0.0133046	0.00173219	0.289473	0.0356722	0.0428446	0.00682747	0.268831	0.00912824	0.0333339	0.03228788	90.46539	0.503192	0.804603	1.08325	1.60895	0.136115	0.140158	0.28522	0.0628617	0.305963	0.0696815	0.03377714	0.9559093
26	0	-228.8708	-233.5521	4.681307	2.022435	0.316334	0.15493	0.117104	0.113786	0.350275	0.0864057	0.14709	0.0994551	0.25818	0.0781357	0.315207	0.148143	0.267916	0.0573566	0.1365306	0.05502517	0.00333953	0.142384	0.0505198	0.225191	0.0257687	0.000942063	0.00426994	0.0123047	0.173693	0.118704	0.0286513	0.017998	0.136097	0.0294871	0.0306498	0.02148063	40.46491	0.295938	0.657378	1.07054	1.97614	0.153329	0.178996	0.181275	0.0604987	0.273309	0.152592	0.0765058	0.2807712
27	0	-229.8706	-232.0002	2.1296	2.582504	0.0505907	0.202902	0.0148278	0.0446397	0.0129857	0.126294	0.0876694	0.211445	0.102898	0.0213827	0.10032	0.214179	0.0221118	0.687019	0.1452352	0.005062829	0.0421688	0.0714467	0.224749	0.115988	0.000270573	0.000669167	0.0207205	0.0118952	0.285257	0.0204473	0.0305365	0.0203629	0.0547853	0.0578832	0.0428197	0.008973029	126.5435	0.354142	0.705435	1.07951	1.86092	0.168988	0.134105	0.237918	0.0739982	0.293435	0.0915556	0.01403586	0.6392933
28	0	-226.1156	-233.8898	7.774167	3.612921	0.00602597	0.0354966	0.00673909	0.169484	0.0297056	0.013766	0.0261569	0.0333784	0.149506	0.010749	0.0738525	0.0132344	0.0113768	0.0450086	0.03274475	0.001601932	0.0144177	0.138445	0.109137	0.0931374	0.00380248	0.00528114	0.0807444	0.00184861	0.159654	0.102784	0.0336827	0.0294563	0.109717	0.114943	0.00294994	0.002598953	983.5969	0.431746	0.760662	1.08423	1.72336	0.205684	0.142153	0.225794	0.0807027	0.251605	0.0940602	0.004200885	0.618668
29	0	-248.2024	-240.3735	-7.828908	1.068698	0.0276832	0.153325	0.330197	0.346617	0.448259	0.292808	0.233681	0.125219	0.289435	1.34991	0.322554	0.51972	0.0271735	0.0684872	0.3488231	0.00389178	0.0374003	0.0529371	0.144138	0.0925346	0.028905	0.010153	0.0465134	0.00723832	0.317653	0.0961313	0.0173334	0.0214729	0.0201077	0.0574465	0.050035	0.01510022	52.04573	0.150454	0.496469	1.01051	2.34257	0.142053	0.202246	0.214062	0.054846	0.33236	0.0544328	0.018992	0.7950832
30	0	-211.946	-227.0653	15.1193	1.870712	0.0567334	0.0296633	0.0128891	0.0688796	0.00721546	0.0423934	0.00294552	0.0175421	0.0371668	0.116385	0.103549	0.00584834	0.0329249	0.0117515	0.03918708	0.008304498	0.00521317	0.06885	0.00238782	0.397201	0.0290538	0.000596902	0.0237708	0.00638729	0.185979	0.0202688	0.0349582	0.00856789	0.194331	0.00195523	0.020479	0.01216276	281.4049	0.277337	0.640521	1.06639	2.01575	0.125284	0.129509	0.253081	0.0339867	0.32051	0.137628	0.02046726	0.5942546
31	0	-241.1921	-231.8355	-9.356582	1.004435	0.180085	0.0210665	0.432995	0.450426	0.0838545	0.211441	0.109996	0.013838	0.804482	0.0211754	0.128832	0.492845	0.220348	0.846139	0.3750657	-0.0003015011	0.118976	0.0137338	0.19071	0.15505	0.0486229	0.000409047	0.00676896	0.0260723	0.264504	0.0104544	0.0122821	0.000678248	0.0826041	0.0346895	0.0344454	0.04842489	91.14361	0.137838	0.478081	1.00073	2.38335	0.132532	0.0929315	0.317053	0.0339437	0.29815	0.125391	0.04812339	1.006265
32	0	-218.3277	-233.0451	14.71733	2.403953	0.0285585	0.00981379	0.0231035	0.00487326	0.0102789	0.0532349	0.000192353	0.125382	0.0414614	0.00825166	0.00338302	0.00866363	0.0142644	0.0384663	0.01924675	0.003470571	0.0130686	0.177844	0.032211	0.336307	0.0367779	0.007805	0.0242946	0.010582	0.0913456	0.0949913	0.100859	0.00133164	0.0632543	0.0069071	0.00242188	0.004338383	627.3324	0.337157	0.692079	1.07745	1.89331	0.172204	0.213731	0.222587	0.0469833	0.243454	0.101042	0.007808954	0.5555652
33	0	-239.6683	-235.1064	-4.561883	1.623315	0.239905	0.283106	0.0419296	0.299281	0.0319114	0.0577407	0.0692927	0.398671	0.194765	0.158648	0.0255481	0.0013226	0.161663	0.190609	0.08642209	0.009639141	0.0364983	0.10219	0.190985	0.138448	0.0376368	0.010877	0.0664694	0.00326952	0.152638	0.00741675	0.0573263	0.0124211	0.103465	0.0201742	0.0601855	0.0001212122	219.3861	0.243759	0.607873	1.05691	2.09146	0.16411	0.100782	0.210755	0.114957	0.316554	0.0928421	0.009760353	0.01241884
34	0	-246.1358	-239.0083	-7.127458	0.8739184	0.136795	0.480108	0.130396	0.308921	0.0415145	0.16811	0.301767	0.105569	0.276975	0.00633662	0.0308941	0.395757	0.21837	0.541761	0.305414	0.006993813	0.0141799	0.0943871	0.089738	0.0999736	0.120796	0.0148296	0.0627623	0.0033818	0.241176	0.0763864	0.0253669	0.011584	0.0620906	0.0658818	0.0174655	0.01623152	213.9541	0.111163	0.435275	0.975506	2.47806	0.155564	0.16842	0.187922	0.0928488	0.290098	0.105147	0.02322534	0.6988714
35	0	-226.0651	-225.9177	-0.1473553	1.443767	0.0828268	0.00749834	0.183052	0.400986	0.17164	0.205995	0.0194487	0.100211	0.300525	0.112444	0.417521	0.268248	0.0664604	0.1646	0.2058057	0.01310147	0.0296362	0.0361887	0.0179345	0.178852	0.0376477	0.00184187	0.0131589	0.0122666	0.366386	0.0364725	0.0196204	0.00241775	0.208025	0.0364615	0.00309049	0.0175466	107.2617	0.216504	0.578921	1.04694	2.15763	0.119374	0.156108	0.246433	0.0566247	0.314895	0.106566	0.03064807	0.5725189
36	0	-231.6262	-228.5879	-3.038337	1.214244	0.0884655	0.405266	0.197698	0.151616	0.0797102	0.123176	0.0284363	0.149818	0.138783	0.206344	0.255166	0.0519983	0.490235	0.0595345	0.2137367	0.01473666	0.026806	0.0195861	0.0193038	0.2416	0.0894207	0.00843838	0.00331263	0.0179827	0.382915	0.0373253	0.00678459	0.000185977	0.0605185	0.0848369	0.000984021	0.006369577	159.2869	0.177625	0.532872	1.02807	2.26143	0.165109	0.0991935	0.30567	0.0586568	0.30369	0.0676796	0.02110624	0.3017865
37	0	-236.6469	-236.2922	-0.3546898	4.904394	0.248209	0.753937	0.369108	0.345875	0.158532	0.0433221	0.0681212	0.225018	0.24176	0.162149	0.0141078	0.522773	0.124272	0.061473	0.2519191	0.06747485	0.00192997	0.129037	0.210765	0.00895849	0.0115546	0.00380275	0.0371969	0.00359375	0.169237	0.106927	0.21769	0.00771373	0.0365443	0.0253996	0.0296503	0.03510002	20.51075	0.498058	0.801633	1.08346	1.61684	0.105586	0.158515	0.204639	0.0745087	0.31251	0.14424	0.1025749	0.3421893
38	0	-229.5196	-230.101	0.5813949	3.121968	0.233439	0.347386	0.226208	7.59617e-05	0.0529704	0.0022869	0.022623	0.290792	0.23091	0.201765	0.108239	0.0259025	0.00802394	0.679547	0.1710357	0.01007582	0.0110162	0.113589	0.0981804	0.104861	0.00714618	0.0109419	0.0179918	0.000167359	0.208567	0.022216	0.00950208	0.0025871	0.228628	0.0895554	0.0750503	0.02665455	77.05639	0.398483	0.738065	1.08306	1.7804	0.140403	0.100452	0.261439	0.0823824	0.351291	0.0640328	0.03673037	0.7256815
39	0	-240.2227	-233.3751	-6.847605	1.42138	0.608546	0.204386	0.296436	0.165323	0.136721	0.115902	0.411515	0.265389	0.0748355	0.885528	0.439234	0.18512	0.233144	0.298592	0.2872101	-0.003151574	0.00794369	0.127843	0.145706	0.213401	0.0308657	0.00154334	0.00736168	0.01235	0.0665668	0.194287	0.0266491	0.00954848	0.133436	0.00217591	0.0203221	0.04137914	48.65412	0.212918	0.574925	1.04545	2.16671	0.167819	0.130187	0.153429	0.127008	0.288302	0.133254	0.03822756	1.082442
40	0	-243.0265	-234.0492	-8.977231	1.801951	0.231565	0.12155	0.194437	0.135422	0.808648	0.258864	0.00573038	0.865224	0.507163	0.385225	0.12582	0.614145	0.43842	0.680863	0.3548256	-0.003363111	0.0134976	0.0358184	0.00619276	0.296386	0.0382216	0.00220155	0.0963824	0.000281565	0.190239	0.165239	0.0318004	0.00319552	0.0478448	0.0512373	0.0214615	0.03701372	34.88351	0.26843	0.632153	1.06414	2.03528	0.101155	0.126958	0.307479	0.0416599	0.31062	0.112128	0.03365061	1.099942
41	0	-224.0636	-232.3261	8.262523	4.522826	0.261447	0.100831	0.0355418	0.082257	0.01078	0.0899947	0.0355456	0.124549	0.125643	0.00173826	0.195756	0.0323983	0.0646497	0.0724506	0.1080519	0.02024226	0.0212244	0.0656622	0.0602578	0.277282	0.00178281	0.00594544	0.00117536	0.0159025	0.0716107	0.0816453	0.00527951	0.025827	0.22827	0.1203	0.0178341	0.00431293	111.1232	0.480965	0.791547	1.08402	1.64347	0.125687	0.191723	0.207445	0.0517287	0.320825	0.102593	0.02455519	0.1756423
42	0	-214.4233	-235.0567	20.63331	1.810904	0.00721441	0.0133944	0.00944148	0.0191483	0.0227058	0.0109752	0.0112881	0.0118109	0.0290166	0.0317461	0.102018	0.00713625	0.0769845	0.0182257	0.02806954	0.003857752	0.0044719	0.148918	0.0441344	0.266422	0.0667611	0.00350334	0.0382424	0.00642816	0.0731086	0.11549	0.092913	0.000357789	0.0916118	0.0455087	0.00212941	0.002668228	287.5245	0.269608	0.633271	1.06445	2.03267	0.214253	0.142831	0.211387	0.0886125	0.235266	0.10765	0.00652598	0.4088624
43	0	-217.7141	-227.8968	10.18269	1.92649	0.0324738	0.107494	0.100796	0.0606832	0.0249715	0.035978	0.0487033	0.0367497	0.0759622	0.0380439	0.179324	0.00675441	0.125357	0.0345966	0.09629971	0.001262875	0.00117716	9.67443e-05	0.051079	0.0871427	0.0323166	0.0013077	0.0577863	0.0064114	0.20387	0.0207929	0.0365708	0.00858694	0.436066	0.0391078	0.0176877	0.01407948	166.549	0.284339	0.646962	1.06804	2.00066	0.196595	0.105722	0.234788	0.0470736	0.287152	0.12867	0.01534236	0.917687
44	0	-238.1159	-233.8455	-4.270392	1.184151	0.548279	0.112507	0.125674	0.0566893	0.315055	0.0486792	0.0359092	0.386956	0.392708	0.228121	0.290957	0.155381	0.227813	0.00297159	0.1415625	0.01120496	0.0245938	0.061932	0.0312575	0.219709	0.06921	0.00778447	0.0609113	0.0111599	0.205049	0.099189	0.00979209	0.0148721	0.101255	0.0455742	0.0377108	0.04176866	76.78236	0.172169	0.525877	1.02488	2.27707	0.171976	0.0843313	0.205645	0.0480614	0.371538	0.118447	0.05297362	0.7884804
45	0	-229.8375	-233.8399	4.002353	3.283474	0.183634	0.102829	0.0824518	0.14891	0.107924	0.14048	0.00326763	0.147321	0.0581182	0.0325453	0.780406	0.33878	0.0293575	0.173835	0.2042382	0.0136149	0.0219677	0.278654	0.117099	0.155317	0.0336435	0.0131798	0.0033568	0.0170659	0.0640018	0.0375845	0.0540153	0.0127881	0.161004	0.00982785	0.0204944	0.02831762	35.50845	0.410069	0.746106	1.0836	1.76023	0.119073	0.186409	0.143547	0.0914163	0.350496	0.109059	0.04193251	0.6753141
46	0	-225.674	-234.7049	9.030863	4.68935	0.00181234	0.110373	0.0833011	0.238987	0.0608796	0.00968042	0.0104924	0.0108528	0.141519	0.164732	0.0818174	0.0989269	0.0170842	0.00189737	0.07204415	0.004725021	0.066477	0.04865	0.233936	0.100459	0.105436	0.00310085	0.0404238	0.00854175	0.239783	0.0104594	0.0283232	0.0258092	0.0356651	0.0244134	0.0285225	0.01968329	120.5149	0.48864	0.796115	1.0838	1.63145	0.173967	0.0988345	0.180173	0.0568985	0.382449	0.107678	0.02440831	0.8064176
47	0	-236.987	-236.2278	-0.7591847	1.384541	0.103437	0.0397632	0.0352289	0.11002	0.105091	0.437711	0.0232198	0.163318	0.14109	0.0511098	0.117515	0.140113	0.70367	0.125964	0.135197	-0.005118774	0.0403364	0.0555973	0.00456171	0.253789	0.0862904	0.00543996	0.0206108	0.0151005	0.130247	0.00302655	0.0606056	0.0341188	0.198965	0.0844376	0.00687414	0.02114739	107.8294	0.206923	0.568138	1.04285	2.18209	0.15929	0.15446	0.249182	0.0258929	0.285667	0.125508	0.01602862	1.319352
