Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1300	-75.97878	-88.48266	12.50388	1.222998	0.04126736	0.04924312	0.110275	0.117499	0.0147832	0.0725651	0.059908	0.112158	0.0847199	0.0254551	0.0338781	0.0145081	0.00628083	0.124916	0.00339067	0.199663	0.0200013	0.06314445	18.06022	0.179196	0.534859	1.02896	2.25698	0.0395962	0.520327	0.050452	0.0285778	0.26245	0.0985966	0.1123876	0.5618455
1400	-76.6453	-87.80158	11.15628	0.3368074	0.2356684	0.04259063	0.0645573	0.0228838	0.125857	0.0379038	0.179863	0.0110458	0.0657552	0.0112615	0.0280761	0.00160194	0.138877	0.0661135	0.053387	0.0811589	0.111658	0.0006480808	46.40817	0.00875022	0.133269	0.652741	3.20524	0.0292039	0.405161	0.0361448	0.182257	0.304055	0.0431781	0.04323871	0.01498844
1500	-68.56394	-82.53184	13.9679	1.693086	0.01322392	0.04843414	0.0421688	0.0123432	0.194435	0.06267	0.101343	0.0310791	0.148626	0.0343521	0.156651	0.0432032	0.013522	0.10159	0.018049	0.0371277	0.00283974	0.007187078	14.58257	0.253669	0.61783	1.06	2.0685	0.0310775	0.420653	0.00745874	0.0878526	0.405021	0.0479375	0.05562122	0.1292147
1600	-65.61378	-77.95468	12.34091	0.3293133	0.05782688	0.03840434	0.168454	0.00398795	0.0157492	0.0338326	0.121025	0.122419	0.0442164	0.000202609	0.0685878	0.0260761	0.117427	0.0597146	0.0117398	0.194076	0.0124912	0.06199543	18.7309	0.0079718	0.127407	0.6419	3.22272	0.00983347	0.43551	0.00224556	0.089661	0.401857	0.0608932	0.1003998	0.6174858
1700	-75.63929	-86.01455	10.37526	0.2795676	0.01718358	0.03214227	0.0127902	0.00236979	0.00202115	0.0423822	0.0158725	0.0286649	0.115487	0.0827616	0.0701569	0.150226	0.00680323	0.0775355	0.0781913	0.109198	0.20554	0.009202184	59.74059	0.00378457	0.0887268	0.559839	3.34765	0.0541714	0.474573	0.00912205	0.159853	0.264724	0.0375568	0.04134446	0.2225736
1800	-69.3992	-83.2849	13.8857	1.681579	0.2949461	0.08773321	0.0264286	0.00684389	0.132721	0.0362971	0.00137513	0.228155	0.132033	0.00380066	0.00866303	0.0181407	0.0232397	0.108063	0.0267836	0.173385	0.0740707	0.02699759	3.324627	0.25206	0.616232	1.05952	2.07219	0.0218192	0.588549	0.00370692	0.11569	0.243436	0.026799	0.1147308	0.2353125
1900	-63.93541	-79.93577	16.00036	1.236523	0.1600619	0.1910984	0.199716	0.0715817	0.0156004	0.0210579	0.0135311	0.0546323	0.156202	0.0129599	0.16664	0.0516788	0.00974584	0.0764811	0.00980731	0.116005	0.0243613	0.03827881	2.608924	0.181609	0.53789	1.03031	2.25019	0.0358276	0.395492	0.00751506	0.160508	0.374847	0.0258107	0.2293772	0.1668815
2000	-72.81571	-84.50464	11.68893	0.3256522	0.0656141	0.01561608	0.00242887	0.0720355	0.00609032	0.0741211	0.0892377	0.0272427	0.0618999	0.0281508	0.0350796	0.0342812	0.0790753	0.0452085	0.123714	0.180307	0.141127	0.01000512	60.17891	0.00760525	0.124542	0.636471	3.23138	0.0587918	0.438525	0.00212387	0.188505	0.247473	0.0645812	0.0256212	0.3905016
2100	-67.97977	-79.0377	11.05793	2.58309	0.01149496	0.03992732	0.119906	0.0852935	0.0813321	0.0115039	0.0710084	0.0549368	0.0422329	0.00153355	0.053502	0.179132	0.0218229	0.141884	0.00283895	0.121956	0.0111167	0.02817171	21.67498	0.354195	0.705476	1.07951	1.86082	0.01569	0.315397	0.0048143	0.200672	0.412503	0.0509241	0.06809904	0.4136874
2200	-68.73537	-82.5882	13.85283	0.9742656	0.0515684	0.1164187	0.133539	0.0490342	0.284069	0.0142733	0.00804881	0.0503918	0.0572534	0.00854769	0.0398451	0.053762	0.0127229	0.0903475	0.0254745	0.140157	0.0325335	0.08093966	8.872558	0.131791	0.468878	0.995602	2.40373	0.0354401	0.530993	0.00177021	0.0480446	0.322699	0.0610535	0.1973583	0.4101152
2300	-65.7963	-81.61594	15.81964	0.1861404	0.01595716	0.02923222	0.209069	0.098892	0.000723435	0.00880856	0.0209229	0.011572	0.0719522	0.00925617	0.0310398	0.0462522	0.00912081	0.0181704	0.037497	0.403755	0.0229681	0.007193117	9.234163	0.000317643	0.0261819	0.34653	3.62697	0.037346	0.321366	0.0109348	0.183977	0.412223	0.0341522	0.03642534	0.1974756
2400	-79.11709	-84.86744	5.75035	0.9623544	0.001275919	0.00612836	0.117106	0.117465	0.101761	0.182075	0.00834041	0.0565526	0.0425299	0.00512962	0.02835	0.0334658	0.0163533	0.0562	0.129076	0.07125	0.034345	0.007334873	189.9871	0.129383	0.465136	0.993471	2.41201	0.0435633	0.564296	0.00301344	0.0857157	0.210524	0.092888	0.01346323	0.5448077
2500	-76.04602	-86.99391	10.94788	0.2158069	0.01669631	0.04737834	0.253638	0.0306786	0.0140966	0.0455257	0.0406143	0.0818558	0.0869882	0.00999102	0.0316957	0.00759027	0.0408441	0.0500313	0.0233869	0.260657	0.0224068	0.005376363	46.30382	0.000880744	0.0433631	0.423641	3.53212	0.0340507	0.505848	0.0195603	0.0861039	0.285809	0.068628	0.05275471	0.1019125
2600	-67.19368	-81.40772	14.21404	0.69885	0.1372222	0.1440137	0.168297	0.0188958	0.0446127	0.0481756	0.00887485	0.148386	0.0359925	0.0272468	0.0383855	0.0176966	0.159962	0.0900068	0.0126405	0.141529	0.0392986	0.1394068	3.630338	0.0739426	0.362987	0.924442	2.63863	0.0345853	0.499083	0.00872801	0.123706	0.297571	0.036327	0.2834205	0.4918728
2700	-70.05421	-78.9495	8.895291	1.838177	0.01537458	-0.007983409	0.120991	0.0861788	0.0388978	0.0919433	0.0953199	0.0148241	0.0605481	0.00631669	0.26415	0.0340345	0.104871	0.0288076	0.0010348	0.0448831	0.00719909	0.1660732	11.5172	0.273161	0.636623	1.06536	2.02486	0.0492421	0.461732	0.00742725	0.0941069	0.368953	0.018538	0.1580898	1.050499
2800	-68.56067	-84.01719	15.45652	0.5638241	0.02386447	0.04697792	0.0817438	0.0331802	0.0139364	0.122786	0.0621751	0.0222398	0.0639255	0.0350724	0.137627	0.00315457	0.0905773	0.0946894	0.0893574	0.127317	0.0222188	0.006184628	12.55325	0.0457433	0.291555	0.861678	2.80102	0.0391143	0.465174	0.0210596	0.081065	0.294372	0.0992151	0.05316254	0.1163343
2900	-77.01375	-85.77314	8.759385	2.600413	0.00324135	0.00134056	0.0390718	0.0227209	0.0203653	0.0173403	0.0385191	0.0353577	0.123694	0.0440782	0.0391386	0.208404	0.0977349	0.0963566	0.00263604	0.188169	0.0264145	0.01039133	47.0413	0.355775	0.706692	1.07968	1.85785	0.0550111	0.345849	0.0317743	0.134617	0.374084	0.0586645	0.01173189	0.8857337
3000	-75.14091	-87.93405	12.79314	0.8899537	0.007885004	0.05352692	0.101942	0.0340975	0.0315858	0.0434245	0.00781359	0.0393627	0.0128871	0.0536038	0.0432666	0.0900488	0.314073	0.0218592	0.0459264	0.102095	0.0580135	0.007887857	24.61893	0.114508	0.440979	0.979071	2.46544	0.0380168	0.551436	0.0265873	0.0822445	0.272007	0.0297081	0.06141477	0.1284358
3100	-69.70615	-85.03373	15.32758	0.1021801	0.05671216	0.07326417	0.0447181	0.03435	0.111286	0.0100557	0.143845	0.0299376	0.0268524	0.0127032	0.034821	0.131084	0.0401811	0.0598577	0.00717461	0.289842	0.0232926	0.03726933	13.19563	7.07482e-07	0.00124944	0.099659	3.89909	0.0563003	0.350909	3.97322e-06	0.133657	0.438684	0.0204463	0.1105335	0.3371768
3200	-71.21433	-85.865	14.65066	1.730238	0.06283291	0.06107995	0.23625	0.059464	0.00385477	0.0923077	0.0144821	0.02361	0.0350846	0.0207863	0.117855	0.0817382	0.0598198	0.0356937	0.0508383	0.117255	0.0509603	0.0292678	7.664076	0.2588	0.622876	1.0615	2.05682	0.0274197	0.364002	0.0436868	0.247861	0.278612	0.0384183	0.09034775	0.3239461
3300	-73.10986	-83.01144	9.901579	0.1965673	0.07150863	0.02596821	0.121021	0.095985	0.0753312	0.121974	0.0530769	0.0256373	0.0583082	0.0041467	0.0743024	0.0431036	0.00807638	0.204427	0.0170309	0.0632162	0.0343633	0.003012986	71.93826	0.000470856	0.0318189	0.37464	3.59307	0.0189706	0.51269	0.00148931	0.0967684	0.322512	0.0475693	0.02898119	0.1039635
3400	-71.52346	-84.53209	13.00863	0.2362771	0.07326334	0.06266925	0.0326867	0.0596033	0.0284873	0.0157673	0.00744875	0.0765635	0.0412563	0.000572045	0.011242	0.0783108	0.102388	0.0657181	0.0140457	0.424969	0.0409418	0.08770913	13.75505	0.0015327	0.0569744	0.471639	3.46985	0.12863	0.422798	0.017788	0.151968	0.27095	0.00786559	0.1503784	0.5832563
3500	-70.0316	-83.80171	13.77012	1.551634	0.1551222	0.1367681	0.0397816	0.0994992	0.04009	0.000447675	0.222684	0.00529333	0.0768967	0.000114917	0.0843211	0.0566296	0.0211555	0.0239788	0.0652839	0.0521153	0.211709	0.009008825	9.951089	0.23319	0.596931	1.05332	2.11656	0.0310324	0.420042	0.0258189	0.0544825	0.400741	0.0678829	0.1457769	0.06179873
3600	-65.70798	-79.96608	14.2581	0.6615822	0.03706096	0.03525739	0.0633817	0.252825	0.0212807	0.071525	0.0214377	0.0396979	0.0290617	0.00610682	0.0389618	0.0677986	0.187124	0.0215222	0.0445289	0.134354	0.000394136	0.05820615	9.506844	0.0660088	0.344825	0.909755	2.67941	0.0359785	0.515024	0.00783945	0.0805237	0.322285	0.0383488	0.09346354	0.6227685
3700	-66.06897	-80.22915	14.16018	0.3378515	0.06996073	0.08790771	0.176206	0.0171817	0.0462474	0.0880423	0.0707274	0.179464	0.113959	0.00013999	0.00177157	0.0663943	0.0105974	0.0461462	0.00501888	0.165803	0.0123005	0.002744459	16.53803	0.00886163	0.134084	0.654223	3.20283	0.0328736	0.489364	0.00329132	0.127679	0.329541	0.0172511	0.09065217	0.03027461
3800	-71.17538	-84.71362	13.53825	0.2184291	0.02794312	0.06376116	0.0701535	0.124348	0.171711	0.069374	0.0360567	0.00624364	0.0237109	0.00975879	0.00166923	0.033865	0.161714	0.181374	0.00411673	0.0797163	0.0261887	0.005768294	22.31444	0.000951034	0.0450376	0.430027	3.52398	0.0282785	0.509277	0.0218239	0.0744007	0.252198	0.114022	0.06952945	0.08296188
3900	-68.79202	-82.9848	14.19278	1.209272	0.0399501	0.07811157	0.130034	0.0287689	0.0176523	0.040114	0.260268	0.100989	0.0720541	0.017826	0.0090108	0.0794312	0.0211615	0.0121402	0.0321137	0.171828	0.00660827	0.007685268	12.34182	0.176729	0.531734	1.02756	2.26398	0.0557335	0.420105	0.0010469	0.0605973	0.333157	0.12936	0.08579684	0.08957519
4000	-66.22553	-79.85305	13.62751	0.7599065	0.02778009	0.051991	0.0688301	0.0243725	0.00994863	0.0234412	0.115633	0.0350453	0.159874	0.00513485	0.057615	0.0918963	0.0896821	0.000740684	0.033051	0.177349	0.107386	0.03296164	15.90763	0.0870035	0.390477	0.945195	2.57732	0.0500047	0.442173	0.013873	0.0581809	0.398157	0.0376109	0.08495264	0.3880002
4100	-64.01893	-77.45478	13.43585	0.8854423	0.1892047	0.08605577	0.040461	0.083248	0.0127518	0.0247238	0.0215209	0.0395527	0.0570618	0.00034364	0.0315201	0.018741	0.161068	0.257183	0.00178239	0.23448	0.0155627	0.08000876	7.692997	0.113569	0.439388	0.978083	2.46896	0.0345372	0.441168	0.00564724	0.0935336	0.398927	0.0261865	0.1660645	0.4817932
4200	-65.35843	-79.78499	14.42656	0.7176256	0.03185139	0.01764906	0.0645527	0.0746516	0.103084	0.0247224	0.0488038	0.0120277	0.024121	0.00194065	0.295474	0.105749	0.00728304	0.0234771	0.0125154	0.197354	0.0042434	0.01216074	10.37765	0.0779564	0.371729	0.931229	2.61909	0.0451259	0.400933	0.0267655	0.154628	0.321355	0.0511928	0.02980979	0.4079443
4300	-68.21025	-80.66817	12.45791	0.3791606	0.1417743	0.05434635	0.0879817	0.0690068	0.0691751	0.0491874	0.0123755	0.0567966	0.0943477	0.00152506	0.114759	0.105406	0.0455203	0.0926831	0.0104484	0.169378	0.0214086	0.08404828	9.492829	0.0138264	0.166026	0.707708	3.11244	0.0233832	0.386139	0.00292332	0.0955927	0.429984	0.0619778	0.1383946	0.6073088
4400	-70.13551	-82.09589	11.96037	1.180446	0.04137541	0.1806855	0.239539	0.0971431	0.089224	0.0839507	0.117173	0.0179125	0.0734118	0.00951148	0.0384031	0.0369555	0.00763189	0.0533556	0.00752744	0.0718813	0.0563794	0.09212538	8.117652	0.171492	0.524998	1.02447	2.27904	0.0466716	0.329431	0.0140816	0.130484	0.438645	0.0406861	0.2728109	0.3376895
4500	-63.04125	-77.71025	14.66901	1.951383	0.03560792	0.06877642	0.0749662	0.00669842	0.0749746	0.0291293	0.0136596	0.00039345	0.0871692	0.00132317	0.0290968	0.082887	0.0255827	0.0710257	0.0684461	0.388008	0.0466399	0.02221812	6.946175	0.287401	0.649742	1.06872	1.99413	0.0185446	0.450002	0.00332485	0.1543	0.326313	0.0475157	0.09099454	0.2441698
4600	-74.99882	-83.67609	8.677276	2.445657	0.06960312	0.1015329	0.0991102	0.0455321	0.101561	0.0153491	0.0256198	0.0143605	0.0297561	0.00443173	0.000429253	0.00597132	0.0863406	0.16106	0.0952347	0.149941	0.165303	0.06502599	15.12711	0.341243	0.695339	1.07798	1.88543	0.0241115	0.37382	0.0134622	0.0980097	0.353794	0.136803	0.1665589	0.3904085
4700	-68.96016	-86.17824	17.21809	1.602831	0.05780902	0.2245333	0.0288943	0.0104101	0.000957323	0.0991478	0.104456	0.0440421	0.115604	0.0278752	0.0741061	0.038101	0.0824714	0.0859598	0.0653224	0.217917	0.00473491	0.009502125	2.263336	0.240779	0.604823	1.05593	2.09847	0.0085386	0.506119	0.00763314	0.108697	0.341087	0.027925	0.2340354	0.04060123
4800	-63.69199	-77.95219	14.26021	1.66184	0.03747967	0.06650425	0.0744462	0.114644	0.0965843	0.0500476	0.00770569	0.00282152	0.0412087	0.00818649	0.0667911	0.115422	0.00752717	0.00712188	0.0279175	0.313727	0.0658488	0.08315113	4.986783	0.249276	0.613451	1.05866	2.07861	0.0497156	0.481788	0.0186913	0.103344	0.307956	0.0385057	0.1496554	0.5556174
4900	-76.7381	-82.87475	6.13665	0.929443	0.01715213	0.04987455	0.172853	0.0714724	0.0747906	0.135894	0.0192363	0.0636914	0.0636174	0.0165988	0.042473	0.0206281	0.00281074	0.102148	0.0351634	0.0717754	0.106847	0.1882082	18.31712	0.12267	0.454466	0.987249	2.43562	0.0423455	0.500062	0.00490164	0.135914	0.259505	0.0572719	0.2380828	0.7905159
5000	-74.35453	-83.61665	9.26212	0.2101805	0.1111159	0.07480067	0.0681236	0.00664164	0.120615	0.0354802	0.007927	0.068015	0.110833	0.00320661	0.0169994	0.00874366	0.176228	0.0382907	0.00616792	0.228507	0.104221	0.01888551	31.8098	0.000742134	0.0398473	0.409702	3.54971	0.0392728	0.559766	0.00462977	0.0651331	0.303376	0.0278226	0.09368618	0.2015826
5100	-77.86254	-85.84733	7.984788	1.583682	0.0206418	-0.006752772	0.0877159	0.223878	0.0691165	0.0595319	0.0364272	0.00895187	0.109403	0.0161846	0.110096	0.053219	0.0125857	0.120636	0.00980793	0.0274965	0.0549495	0.07639012	34.9566	0.237965	0.601918	1.05498	2.10514	0.0283769	0.539866	0.035622	0.101022	0.240265	0.0548475	0.06963735	1.096971
5200	-71.1937	-86.77561	15.58191	0.5391355	0.03358879	0.04708719	0.141881	0.0918959	0.0536537	0.00902159	0.098057	0.0212239	0.0164462	0.00294806	0.0220892	0.162535	0.0380874	0.0786517	0.00535892	0.15531	0.10284	0.03773072	7.554883	0.0408508	0.276699	0.846781	2.83567	0.017116	0.245065	0.0340461	0.139352	0.452935	0.111486	0.08481791	0.4448438
5300	-63.8203	-78.32065	14.50035	0.882469	0.02634138	0.0624347	0.0136085	0.15404	0.000509364	0.0516072	0.0392296	0.177783	0.0393267	0.000494185	0.0526948	0.17059	0.0542409	0.0130188	0.000638012	0.17238	0.0598377	0.003176873	16.30978	0.112949	0.438333	0.977425	2.47129	0.0203469	0.385431	8.08627e-05	0.100917	0.437534	0.0556907	0.06561158	0.04841939
5400	-69.96103	-84.01048	14.04946	0.6706476	0.04970648	0.02830493	0.0530168	0.074234	0.178804	0.123747	0.0102913	0.126487	0.0274454	0.00260322	0.0700892	0.0343327	0.00506482	0.198352	0.00280832	0.0893754	0.00334822	0.003554635	21.49376	0.067933	0.349345	0.913486	2.66924	0.0117633	0.554292	0.00920164	0.136025	0.263188	0.0255299	0.03185956	0.111572
5500	-71.14809	-82.29812	11.15003	1.099828	0.09803777	-0.01823258	0.0238695	0.0364676	0.00580103	0.111059	0.160803	0.0374273	0.0253018	0.0299009	0.0246751	0.0314822	0.108337	0.221205	0.0353897	0.139475	0.00880658	0.07579378	29.04137	0.156431	0.50483	1.01475	2.32398	0.0459602	0.463206	0.0220511	0.128327	0.310328	0.0301284	0.0575612	1.316751
5600	-71.20912	-80.25031	9.041187	0.2622757	0.04891559	0.06695002	0.0678869	0.0258129	0.0395157	0.00205064	0.109075	0.0252322	0.2144	0.00146737	0.0106885	0.00722982	0.189057	0.00639963	0.0102495	0.272505	0.0184303	0.02540722	44.20682	0.00273391	0.0756875	0.526668	3.39491	0.0295996	0.480535	0.00898332	0.05112	0.342977	0.0867855	0.09235724	0.2750972
5700	-71.94931	-85.49314	13.54383	0.1837985	0.04271099	0.03176351	0.0568807	0.00375066	0.000729095	0.0472596	0.0431853	0.00158543	0.183352	0.00638155	0.193932	0.129967	0.0863649	0.0160809	0.13846	0.0911734	0.000897326	0.06331063	23.24317	0.000288982	0.0249828	0.340072	3.63466	0.0318622	0.369944	0.0144484	0.125107	0.382138	0.0765009	0.09507414	0.665908
5800	-66.80229	-80.98156	14.17927	2.269326	0.09403407	0.02687411	0.118341	0.056892	0.0859742	0.107543	0.0164015	0.184549	0.0304164	0.00303409	0.0223698	0.000183357	0.087814	0.0468966	0.0108541	0.208868	0.019863	0.04233141	5.401038	0.323436	0.680904	1.07547	1.92019	0.0281934	0.406904	0.00618709	0.0819487	0.364843	0.111924	0.06920552	0.6116768
5900	-65.00929	-80.17852	15.16923	0.7265363	0.03717856	0.06399399	0.125251	0.13785	0.0602339	0.153186	0.00519209	0.124806	0.0221946	0.00143764	0.0201967	0.151668	0.00555422	0.0608318	0.00380097	0.103376	0.0244226	0.009817198	10.50097	0.079863	0.375786	0.934319	2.61003	0.0149944	0.497974	0.0313259	0.0824022	0.343431	0.0298729	0.07381119	0.1330042
6000	-65.1997	-78.84569	13.64598	1.219622	0.07453753	0.1622111	0.139702	0.00611165	0.176408	0.0769865	0.00279911	0.0248802	0.0797093	0.00411895	0.0944835	0.0417308	0.0453877	0.0358838	0.00313282	0.262034	0.0066307	0.005743117	12.03806	0.178591	0.534095	1.02862	2.25869	0.0275603	0.484337	0.0106819	0.117852	0.313583	0.0459863	0.1679542	0.03419455
6100	-72.00812	-82.46962	10.4615	2.07634	0.01150549	0.0277137	0.0356858	0.0184628	0.162553	0.0751913	0.0769571	0.00567175	0.165992	0.000799208	0.0874465	0.022122	8.63629e-05	0.0845935	0.00744382	0.121395	0.1356	0.001365681	60.30396	0.30222	0.662894	1.07179	1.9631	0.0222131	0.478249	0.0116355	0.146425	0.258943	0.082534	0.02907938	0.04696388
6200	-69.68853	-80.85164	11.16311	1.147944	0.007290348	0.02603273	0.0924235	0.0770096	0.0151619	0.0779371	0.168444	0.0875639	0.0964868	0.00776464	0.0227068	0.031911	0.0535958	0.0384228	0.0258635	0.0949599	0.109749	0.0007058823	57.10583	0.165493	0.517112	1.02076	2.29664	0.0242325	0.493903	0.00226794	0.127359	0.289632	0.0626061	0.02673861	0.02639936
6300	-66.43639	-79.06343	12.62704	3.327835	0.04884506	0.04051973	0.224711	0.00665216	0.00752892	0.0200296	0.0979845	0.150201	0.0658334	0.000936158	0.0953145	0.0343481	6.08499e-05	0.115059	0.0685389	0.0662912	0.0465113	0.03156017	8.458083	0.413135	0.748203	1.08372	1.75495	0.0260131	0.461676	0.00132451	0.068227	0.425941	0.016819	0.0720799	0.4378498
6400	-69.24173	-83.75679	14.51505	0.6768272	0.04135502	0.1661606	0.0987982	0.177267	0.0205865	0.0241936	0.0599994	0.127556	0.117961	0.00240633	0.0703394	0.0714846	0.0308264	0.0238506	0.0261489	0.143494	0.00508846	0.1210681	3.53376	0.069247	0.352388	0.915969	2.6624	0.0885485	0.386307	0.00490869	0.0662082	0.389387	0.0646412	0.2872287	0.4215041
6500	-69.99519	-84.87176	14.87658	2.056623	0.0656534	0.0878197	0.118359	0.00490167	0.0278563	0.146395	0.0947626	0.023797	0.145753	0.0141019	0.0618698	0.0918699	0.108812	0.0664051	0.0435115	0.0100682	0.0415371	0.05338747	4.467181	0.299941	0.660903	1.07134	1.96781	0.0282353	0.322374	0.00389124	0.183641	0.420155	0.0417035	0.1412072	0.378079
6600	-75.18843	-90.64943	15.461	0.1809653	0.09028177	0.03633709	0.0952277	0.149432	0.0976478	0.0803341	0.00841377	0.0335309	0.0802206	0.00695036	0.0278852	0.0223514	0.0776767	0.0804765	0.019246	0.214394	0.00621306	0.01345118	10.13314	0.000256897	0.0235663	0.33219	3.64399	0.0626605	0.38683	0.0497295	0.211401	0.281464	0.00791467	0.04978827	0.2701677
6700	-65.83514	-80.95232	15.11718	1.306391	0.02520625	-0.001870726	0.0643738	0.0366236	0.033683	0.0332083	0.0712282	0.0283264	0.0151227	0.0110569	0.0429143	0.262432	0.13267	0.0507272	0.0167457	0.176	0.0248886	0.08870409	3.831239	0.193806	0.552801	1.03669	2.2167	0.0344851	0.360305	0.000858667	0.0929	0.467526	0.0439258	0.08683337	1.021544
